 	dove	aveva	per	stare	non	aveva	</S>
p	0.97531825	0.0141516775	4.5685047e-05	1.5341207e-05	1.645162e-05	0.0009865552	0.009466148
u	0.14791453	0.626534	0.0020181567	0.011066462	0.0053039794	0.12589039	0.0812725
ì	0.470416	0.5285661	0.00023447328	1.7434813e-05	1.7284705e-05	0.0001110726	0.000637583
c	0.0406666	0.912063	0.005341612	0.006958429	0.0014706716	0.022850826	0.010649011
h	0.050809685	0.56001073	0.008519759	0.014086309	0.023511743	0.09571827	0.24734353
e	0.30479333	0.67528814	0.010608202	0.00020491864	0.0016438806	0.006089051	0.0013723844
n	0.04103405	0.60434705	0.19473374	0.01861835	0.031766105	0.051949468	0.057551246
a	0.0064985137	0.08452333	0.09871327	0.25168884	0.035211034	0.05073184	0.47263315
s	0.03999115	0.07076599	0.24685355	0.1347199	0.13459674	0.18484925	0.18822347
t	0.011303278	0.021446396	0.16604835	0.1511648	0.05648088	0.07444358	0.5191127
a	0.019782988	0.013703485	0.060522437	0.48181486	0.1457641	0.102989934	0.17542216
s	0.0065790173	0.0062148734	0.017611805	0.41276354	0.1961847	0.2433197	0.11732634
ì	0.0022537827	0.014416804	0.04717788	0.08036195	0.14061496	0.22879697	0.48637766
e	0.001530134	0.06321813	0.022765135	0.028277358	0.3468871	0.49902984	0.038292333
n	0.0008287931	0.005458321	0.0017071834	0.014053124	0.127267	0.7493731	0.10131245
ì	0.0004879926	0.007869713	0.008657584	0.02823625	0.12047345	0.3357786	0.4984964
c	0.00034559457	0.018177096	0.002456514	0.002729594	0.0701626	0.8650501	0.041078433
h	9.121992e-05	0.0019118583	0.0007482648	0.00539257	0.051973	0.8696882	0.0701949
e	0.00031764433	0.00037727386	0.00050805474	0.0024044935	0.05205662	0.91127616	0.033059742
</S>	0.0037867636	0.0050956765	0.0006389079	0.00273596	0.0047831577	0.6034116	0.3795479
