 	il	ladro	poteva	entrare	da	qui	</S>
o	0.92707956	0.06793165	0.0004381958	0.0006371043	0.0003050277	0.0013715067	0.0022370045
l	0.33640903	0.65960044	0.0005059857	0.00024671524	3.1557283e-05	5.2955613e-05	0.0031533341
à	0.0025610344	0.2695642	0.09493159	0.01267553	0.05699794	0.30484265	0.2584271
d	0.029145524	0.96548223	0.004488051	0.00063601305	0.00010698364	2.710654e-05	0.00011399835
r	0.6953199	0.120050535	0.04850929	0.007693238	0.0013657452	0.009652492	0.11740889
o	0.06825641	0.05402425	0.84023684	0.0352448	0.002108559	6.479257e-05	6.434233e-05
ì	0.010066702	0.028410621	0.6433829	0.30275035	0.014046829	0.00031775658	0.0010248029
s	0.0005064706	0.23595598	0.2535519	0.24935018	0.19072267	0.048221555	0.021691237
o	0.00145911	0.004758891	0.43353078	0.10038703	0.020614391	0.022808501	0.41644135
z	0.013963756	0.0080360845	0.43079463	0.46994767	0.06425046	0.008778663	0.00422874
e	0.023831377	0.0110853035	0.18026571	0.078344114	0.06423093	0.065057136	0.5771854
è	0.0826388	0.0044583464	0.3834746	0.346863	0.15983492	0.015502934	0.00722746
m	0.000105998	0.0078003737	0.02101314	0.08132472	0.45749804	0.39492807	0.03732959
b	0.0071536484	0.0006006253	0.07358636	0.1326457	0.094927974	0.08606096	0.60502476
i	0.14878333	0.0065139136	0.2676291	0.06738356	0.46527326	0.035323787	0.009093003
a	0.09057852	0.007419207	0.16568246	0.06407375	0.5154363	0.12603983	0.03076995
p	0.008609449	0.006343936	0.06547878	0.025227664	0.13926466	0.5853808	0.16969475
ò	0.021149958	0.0019576142	0.046713516	0.044274647	0.064797856	0.12831774	0.69278866
t	0.00030943294	0.00013573196	0.0011850346	0.00016133086	0.006327117	0.9296075	0.062273882
t	0.008010434	0.00045932166	0.01709106	0.0058553517	0.013032781	0.6141479	0.34140322
u	0.072644755	0.0036883957	0.09392923	0.003181953	0.0144187175	0.6226048	0.18953212
</S>	0.052287705	0.0018545734	0.054310184	0.0023938997	0.0018754719	0.22988454	0.65739363
