 	dovevo	comprare	il	pane	ogni	giorno	</S>
ì	0.9970477	0.0013661487	2.5258067e-05	2.5837275e-05	9.5570715e-05	0.000121862475	0.001317696
c	0.9967438	0.00029454316	0.00060914503	0.00038573772	0.0001718052	0.00032946275	0.001465444
h	0.980663	0.0033903266	0.003693633	0.0063265325	0.0011826198	0.0011443514	0.0035995555
a	0.8856996	0.1007685	0.010314925	0.001204973	0.00068153895	0.0007490575	0.0005815857
n	0.9983462	0.0008703483	0.00053776335	2.7288632e-05	6.234173e-06	1.5819277e-06	0.00021068336
a	0.66277	0.09566591	0.19289698	0.008421696	0.000745768	0.0006443561	0.03885537
v	0.9257566	0.044231243	0.0077148215	0.0014818998	0.0005288918	0.00050014525	0.019786436
o	0.015643062	0.011197198	0.111442566	0.34587643	0.22978677	0.22097617	0.06507781
r	0.69757605	0.099790335	0.08948059	0.033165462	0.009756544	0.0037704147	0.06646059
à	0.90300137	0.005565546	0.0521127	0.009940971	0.0011269585	0.001695632	0.02655685
s	0.22260524	0.009258824	0.21433866	0.35509345	0.13528875	0.027933564	0.035481468
o	0.0036790164	0.075199775	0.20593707	0.19702314	0.15100153	0.24331337	0.12384614
o	0.008148448	0.009120847	0.07394255	0.50924253	0.286143	0.04320478	0.070197806
t	0.01804301	0.00084636034	0.011663761	0.2613568	0.27031305	0.09003284	0.3477442
s	0.03030292	0.0010849461	0.03827179	0.21993062	0.093246594	0.1122787	0.5048845
o	0.018036889	0.00016020212	0.0027302208	0.29310665	0.5133628	0.15858687	0.0140163265
m	0.00653508	0.00022962295	0.0009709639	0.14877945	0.38578638	0.36105666	0.09664188
ì	0.0015765122	0.0002037715	0.0021840998	0.15185829	0.7073515	0.12659408	0.010231697
k	0.0052725067	0.00086162466	0.001474549	0.047171686	0.39269724	0.4552953	0.09722715
u	0.0047235126	0.0011183764	0.0020005743	0.022975482	0.39929894	0.5240283	0.04585485
à	0.009894497	0.0008132454	0.0006478016	0.0028599307	0.017171027	0.82836884	0.14024465
i	0.0005882011	0.00018050402	0.0015432939	0.035826087	0.10877873	0.774553	0.078530215
m	0.0010496866	0.00031470065	0.0008292491	0.009201041	0.040611226	0.86476356	0.0832305
è	0.0027946832	0.0011568322	0.004014232	0.039070822	0.13353066	0.6533812	0.16605154
r	0.0020213039	0.00030768412	0.0019047827	0.019021243	0.049879663	0.8356443	0.09122094
i	0.0009811035	0.00092798873	0.0023690783	0.02994789	0.12743829	0.7989063	0.039429404
</S>	0.018643834	0.002335972	0.0032520525	0.013978203	0.013537999	0.3875504	0.5607015
