 	se	vieni	alle	sette	se	no	non	vieni	più	che	non	mi	ha	</S>
a	0.87599	0.015137193	0.000719612	0.008002696	9.676094e-05	0.0014560759	0.0008507881	0.0004960067	0.0012926459	0.00015280406	0.00042016167	0.00050771685	0.0010100545	0.09386759
n	0.023755357	0.052609757	0.10034301	0.2808855	0.04824838	0.018752396	0.005443718	0.0027248054	0.0035011694	0.019969972	0.0014743011	0.0015673123	0.02759596	0.41312838
è	0.00029645476	0.59696454	0.22372831	0.056131866	0.004379786	0.02782678	0.0063763503	0.008341771	0.007874816	0.002427881	0.00075721287	0.00047805937	0.0052514947	0.05916464
r	7.3901974e-05	0.98693746	0.0069855913	0.004824323	0.00018612047	0.00025657032	0.000118213786	4.640847e-05	5.3665197e-05	5.3797507e-05	3.2811135e-05	3.402898e-05	0.000116886375	0.000280233
t	0.0036387583	0.46428585	0.24660988	0.050000522	0.003621062	0.030214665	0.0025311413	0.005208812	0.005168839	0.0032996377	0.00065774855	0.00042482343	0.0048003676	0.17953788
i	0.00010158484	0.92466724	0.05780085	0.014403242	6.397235e-05	0.0012826615	0.00023096945	0.0005889339	0.00042210845	6.791687e-05	6.952748e-05	1.5112924e-05	5.3576598e-05	0.00023237971
s	0.00011796449	0.3903946	0.51414216	0.08710412	0.0037427614	0.001985083	0.0006106555	0.000283819	0.00024531517	0.0001686825	6.797571e-05	5.2178464e-05	0.00013462476	0.00095008546
e	0.00038718263	0.13671567	0.401404	0.10538425	0.014471919	0.1200538	0.019127361	0.029076569	0.024128068	0.00919187	0.0021827857	0.0013296749	0.017893167	0.11865366
s	0.00030400077	0.19605406	0.5880064	0.18846513	0.005160613	0.0076723695	0.0034952504	0.0014959174	0.0014810862	0.00043508032	0.00040596706	0.0003017823	0.0011148257	0.0056074876
e	0.00022580539	0.043487538	0.41995013	0.16373223	0.028020218	0.13364372	0.02369401	0.034058258	0.025878225	0.012078063	0.002169327	0.0012194765	0.018419243	0.09342372
t	0.0004681773	0.056027483	0.52488965	0.35866517	0.010703607	0.019426845	0.009891985	0.003859821	0.0033677646	0.0006427259	0.00084829866	0.00052489404	0.0023425918	0.008341039
t	0.00017800828	0.013793057	0.2618336	0.21869142	0.05175685	0.19418116	0.029621897	0.049394812	0.029827517	0.015407376	0.0026979416	0.0014487887	0.02606492	0.105102606
à	6.0352086e-05	0.023600709	0.5240776	0.26281908	0.018840214	0.09796291	0.020112066	0.02092387	0.012391074	0.0023122758	0.0010559438	0.0004551895	0.0033310652	0.01205765
a	8.065794e-05	0.018668009	0.14809406	0.36963242	0.08782638	0.10620721	0.07963877	0.051618304	0.022516241	0.009110337	0.01222923	0.004773341	0.050734118	0.038870826
