 	vivendo	la	mia	figlia	la	avevo	portata	alla	chiesa	</S>
z	0.9852306	0.00075203844	4.888793e-05	1.996485e-05	3.1641215e-05	0.00013756697	5.7448804e-05	0.00014889041	0.0002478712	0.013325212
ì	0.5589633	0.0986623	0.043457016	0.04522518	0.0057833972	0.0078110755	0.019246684	0.0026595267	0.008313205	0.20987824
s	0.95496744	0.040242158	0.00091225223	0.00013133357	0.00016306566	0.00030670574	7.62079e-05	0.00014248173	0.00046102528	0.0025973525
o	0.47492287	0.09716128	0.022461748	0.023108859	0.00972328	0.059327465	0.02152582	0.013122378	0.005624237	0.27302203
n	0.019423116	0.6373674	0.31654516	0.018771835	0.004395973	0.0004212317	0.002473892	4.326559e-05	7.595339e-05	0.00048223327
t	0.008854538	0.53386205	0.14584897	0.027525164	0.028680608	0.025895208	0.006587116	0.0071811797	0.003670729	0.2118944
a	0.011908565	0.38436177	0.4659567	0.082657926	0.014665759	0.0049418174	0.028193688	0.00092479686	0.0010171544	0.005371856
e	0.0077583077	0.28150007	0.634863	0.045042507	0.009441811	0.002428521	0.010692058	0.00028162106	0.0008208669	0.0071711508
k	0.0015566972	0.016518785	0.7871328	0.13693562	0.018021291	0.0033198062	0.013626654	0.0004744474	0.0021460655	0.020267757
i	0.002958531	0.0069102263	0.32004762	0.4438421	0.032156553	0.026236515	0.035198823	0.004595869	0.006563118	0.12149067
a	0.011122247	0.024584316	0.707055	0.18582188	0.053603567	0.00613583	0.0056765177	0.00021272532	0.0008590148	0.004928941
t	0.0015112946	0.009458176	0.3828715	0.41487405	0.08687069	0.020039998	0.027195781	0.0026325241	0.011425347	0.043120578
è	0.0083288755	0.00355178	0.023139087	0.121942684	0.24720894	0.26355502	0.005599486	0.040439695	0.026844434	0.25939003
r	0.050151307	0.013998579	0.13488506	0.20092066	0.29157117	0.23409206	0.0061576273	0.017431583	0.023697527	0.027094439
a	0.0012673148	0.0042007803	0.2217423	0.3093904	0.06609048	0.17322487	0.036491115	0.019329652	0.013544518	0.15471858
m	0.00043605297	0.0020827597	0.031118205	0.4708342	0.23872103	0.11303072	0.13953093	0.002960803	0.0002773083	0.0010079717
u	0.0019143263	0.004725098	0.07512241	0.6166123	0.0303645	0.011249469	0.20441812	0.0025161426	0.0063896077	0.046688087
i	0.005346097	0.007985478	0.015114366	0.24118412	0.37134066	0.28384733	0.05365964	0.006060028	0.002748356	0.012713967
n	0.0009553544	0.006721668	0.020120082	0.14006715	0.27362165	0.23663522	0.24390782	0.019486794	0.023051064	0.03543317
ì	0.0007789329	0.001138039	0.001345258	0.0325066	0.23114371	0.48429453	0.008779876	0.055741664	0.026918404	0.15735304
c	0.0016308231	0.00077080703	0.00044938232	0.006976308	0.14637731	0.7069443	0.011301387	0.091821514	0.017519614	0.016208604
h	0.0019608552	0.0013256781	0.0075478232	0.1485093	0.10694274	0.29538006	0.055752836	0.039853193	0.06075107	0.2819765
a	0.0009361745	0.00019218572	0.00014585513	0.008437753	0.03346585	0.9284681	0.0048808455	0.016296597	0.0027382064	0.004438563
p	0.002460074	0.0063750404	0.0067342645	0.019593276	0.05550491	0.4806524	0.25743717	0.12814885	0.012002273	0.03109168
à	0.0047440897	0.008883461	0.02358441	0.21380189	0.044204496	0.05812384	0.38311756	0.01300526	0.09767583	0.15285912
r	0.00036227537	0.000924972	0.00047034625	0.0011770398	0.01521676	0.2961839	0.025936225	0.5743236	0.046805616	0.038599227
o	0.0066811745	0.005624214	0.0075586564	0.028568598	0.019554986	0.18545647	0.055335637	0.033797394	0.27461934	0.3828036
n	0.0020064022	0.0039505707	0.0027137042	0.0051611587	0.009393227	0.048271198	0.4769961	0.37774697	0.045489553	0.028271083
t	0.0020226452	0.008983797	0.025279053	0.04684781	0.019992229	0.06401712	0.2809373	0.052320153	0.072263815	0.42733613
a	0.0046547987	0.0047770687	0.0039933706	0.0065183174	0.01861085	0.07938725	0.2685426	0.16286409	0.07927687	0.37137473
s	0.0023237653	0.0054227076	0.0056745657	0.009204118	0.0054359166	0.016954636	0.1839502	0.4873812	0.20044859	0.08320435
t	0.0008876423	0.003718297	0.0037975325	0.0055484157	0.015189189	0.10364318	0.039535478	0.20044406	0.09161293	0.53562325
i	0.0018789825	0.0019661114	0.0011470983	0.0012835503	0.0038829376	0.047310587	0.021377677	0.23805769	0.27213165	0.4109637
n	0.002004643	0.0068482356	0.008717942	0.011714615	0.007176807	0.013658078	0.11188702	0.37578958	0.33168185	0.13052113
a	0.0005682793	0.0021398829	0.002608668	0.003858168	0.009698914	0.06268367	0.032370225	0.18105493	0.16644856	0.5385687
g	0.0029845217	0.0038930958	0.0012912354	0.0011461704	0.0032381758	0.030269379	0.00384158	0.5495714	0.27852517	0.1252393
l	0.004416088	0.0030411799	0.0062874183	0.00697502	0.0034017332	0.012168537	0.112480536	0.043915216	0.3671825	0.4401318
i	9.396152e-05	9.656402e-05	7.962571e-05	8.875963e-05	0.0002210752	0.018372912	0.00095437246	0.55992925	0.32929918	0.09086429
s	0.002911542	0.0022185592	0.0011590273	0.0011467639	0.0016949557	0.014411823	0.0021877033	0.18849471	0.71975917	0.06601578
ì	0.00076945155	0.0016436442	0.0037408865	0.006176202	0.0050280206	0.019761622	0.025318563	0.12195031	0.30302283	0.5125885
a	0.00022667155	0.00026526378	0.00010367729	0.00014381597	0.0012005285	0.0081660375	0.00039393833	0.2594314	0.5779339	0.15213475
</S>	0.0008100684	0.0013148683	0.0006910827	0.00085522427	0.0040594065	0.025164392	0.0011022498	0.104013756	0.53974056	0.3222483
