 	ho	scritto	una	lettera	al	mio	fratello	</S>
è	0.9769126	0.00080811634	0.0004024288	0.00015003722	3.0916668e-05	4.6163685e-05	0.0013053499	0.020344468
g	0.8154574	0.032409336	0.0091685	0.011162368	0.0041480917	0.00425016	0.02720825	0.09619599
r	0.01167351	0.78318155	0.043599337	0.0079400875	0.004713804	0.0033395318	0.0012655673	0.14428654
a	0.21781777	0.72254163	0.05341284	0.0010673031	0.0006693228	0.0017667122	0.0003022797	0.00242216
t	0.014450053	0.6656594	0.3093476	0.0037273485	0.0054372456	0.00050831935	2.3739523e-05	0.0008461956
s	0.012603626	0.49721837	0.08418796	0.008468	0.0043362905	0.002782962	0.005606505	0.3847962
a	0.007553644	0.8312912	0.123896435	0.007901925	0.010834711	0.013015238	0.00037358832	0.0051331916
è	0.0052809133	0.46819502	0.47538805	0.017198209	0.0103937555	0.0067697577	0.0017478477	0.015026517
n	0.0076428927	0.03361619	0.42023847	0.2034353	0.052283715	0.040577106	0.13473515	0.107471116
a	0.0015460085	0.12069609	0.40094945	0.12877816	0.051611304	0.045057196	0.008345688	0.24301611
n	0.0015070603	0.020698162	0.811851	0.077395715	0.0606702	0.021514008	0.0015341252	0.0048296484
g	0.0043778303	0.017451221	0.25508413	0.071730815	0.014885489	0.010934055	0.020583175	0.6049533
r	0.011717344	0.034709103	0.35843825	0.1300794	0.041380268	0.03442622	0.1377954	0.25145397
à	0.007669208	0.031182485	0.39063084	0.2585062	0.04253613	0.059568375	0.02757306	0.18233365
m	0.0007058031	0.0035483935	0.07362304	0.11110494	0.00833927	0.047091607	0.4954245	0.26016244
m	0.008620103	0.028608747	0.117574155	0.050976146	0.024614582	0.06253709	0.19188155	0.5151876
a	0.009152768	0.0069474448	0.15800418	0.39332882	0.24160083	0.114469476	0.04914728	0.027349206
a	0.018945534	0.02180526	0.042383507	0.08116346	0.15862417	0.38460836	0.11701869	0.17545106
d	0.0006358335	0.010096707	0.015967993	0.031466138	0.055112254	0.67219335	0.11472865	0.09979911
r	0.0032094382	0.03821061	0.017830782	0.06688651	0.210331	0.30336317	0.053643636	0.3065249
e	0.0016442275	0.0014442775	0.0014450793	0.014311294	0.025175883	0.39702958	0.37883276	0.18011697
f	0.0011614267	0.008581225	0.0072275763	0.0026596882	0.0071071545	0.45286253	0.43157586	0.08882456
ù	0.001533567	0.010633457	0.005065926	0.015502872	0.025111621	0.18930994	0.16636841	0.5864742
m	0.000116810596	0.00047102786	0.0006021987	0.001998066	0.0010369874	0.110992774	0.77651256	0.108269535
m	0.002068986	0.0017964008	0.0004546936	0.002280682	0.005110037	0.046003014	0.45804772	0.4842384
u	0.016964864	0.0100410115	0.004129285	0.009996115	0.0552508	0.1832375	0.5350816	0.18529879
</S>	0.009019736	0.013016543	0.013899887	0.0022259487	0.0015457005	0.02028748	0.6866397	0.25336495
