 	se	avessi	visto	il	tempo	avessi	visto	le	nuvole	e	non	avevo	uscito	per	bagnarmi	</S>
a	0.94858235	0.013634772	0.0014348032	0.00031072632	0.0004691224	0.0004006393	0.0005308791	0.0003412619	0.00028948576	0.0012139316	0.00018335809	0.00024030199	0.00094659865	0.0003139223	0.00074937165	0.030358369
n	0.010526995	0.039545972	0.059989322	0.07076499	0.0056816665	0.0014488893	0.0129412925	0.018978002	0.0059811017	0.0030833352	0.0011203636	0.0019782977	0.013484005	0.007750011	0.06466561	0.6820602
ì	0.000115626186	0.48205504	0.33451378	0.038911443	0.023850098	0.014985604	0.0061369203	0.0032434755	0.0068265176	0.0071706176	0.0019168414	0.003878681	0.0021124787	0.00048798925	0.0026319635	0.07116293
c	3.266276e-05	0.9841914	0.012358461	0.0026987707	0.00038500948	0.00010470469	3.3789725e-05	2.183629e-05	1.6319336e-05	2.9035513e-05	9.220293e-06	6.6436432e-06	7.973291e-06	7.431882e-06	3.323016e-05	6.3519205e-05
h	0.00688218	0.16924375	0.35031453	0.08916338	0.003788585	0.0068256734	0.012894396	0.02010569	0.005746544	0.0042115366	0.00069585355	0.0056731147	0.015622983	0.0014067679	0.012035805	0.29538924
a	0.00096835813	0.80992854	0.16342865	0.008912095	0.00559991	0.008118703	0.00067449996	5.1737825e-05	0.0002154444	0.0008082274	0.00017894965	0.00046303048	5.240244e-05	3.9471928e-05	2.8978759e-05	0.00053105416
t	1.6705211e-05	0.10332717	0.38721636	0.46396953	0.035324782	0.0034160432	0.00375111	0.0018713981	0.00024254405	0.00028432705	5.9601112e-05	1.997086e-05	0.0002501367	7.370017e-05	2.2672311e-05	0.00015405148
o	0.00017677844	0.07418275	0.4910101	0.14055933	0.037499096	0.043798137	0.020792738	0.017510943	0.020166181	0.015279632	0.004799321	0.018916463	0.010427518	0.0016699396	0.0026578314	0.1005533
r	0.00014633288	0.0665698	0.5013599	0.28756842	0.10920967	0.013740212	0.009910841	0.0030526838	0.0015655681	0.0024007084	0.0005503539	0.0002448239	0.0010638124	0.00027519965	0.00037196072	0.0019697375
ì	0.00014816948	0.036764957	0.3135051	0.19544917	0.08838109	0.08189411	0.027358238	0.01840324	0.030520583	0.02763847	0.008433998	0.025752714	0.009989916	0.002483499	0.0047659203	0.12851079
s	0.00014516622	0.21646206	0.28148097	0.1858509	0.16400479	0.096739255	0.0078102034	0.0034103757	0.004997972	0.0064575514	0.004423383	0.0038539397	0.0014770089	0.0012879544	0.008621576	0.012976878
o	0.00034020797	0.18463814	0.33216155	0.023758525	0.06251865	0.18153347	0.027173612	0.007673826	0.030504134	0.053724688	0.010072164	0.03466891	0.0070956135	0.0014104872	0.00108306	0.041643027
n	0.00012909918	0.0015640733	0.05026089	0.40535986	0.39217898	0.076387785	0.054503113	0.009401009	0.0033596829	0.0020178687	0.0022425563	0.00064447674	0.0010884474	0.00044207158	8.415631e-05	0.00033595064
t	5.6616354e-05	0.0046729166	0.04080592	0.2917183	0.18586695	0.1916993	0.05191068	0.026839424	0.04137966	0.027912179	0.008891883	0.03014307	0.013041037	0.0029716608	0.003650943	0.07843947
a	8.622669e-06	0.0011384584	0.026714874	0.38859883	0.22600108	0.14194681	0.107204765	0.044370912	0.022552332	0.010696135	0.0031005149	0.005396843	0.012698257	0.003963456	0.002115398	0.0034927477
o	0.00024031762	0.0009383009	0.0074617304	0.26737	0.45225263	0.12446075	0.085562825	0.024933139	0.010657381	0.0070154252	0.004706324	0.0019520168	0.0059974045	0.0014730816	0.0015427932	0.0034358054
c	6.5053486e-05	0.0009125458	0.008244221	0.31557214	0.2076506	0.087403886	0.13252214	0.1341539	0.022533504	0.007991232	0.0066110003	0.0046483213	0.025925715	0.014090883	0.018787136	0.0128877405
e	0.0008838572	0.0013797223	0.02470205	0.45155454	0.07125214	0.07247981	0.111831285	0.10162584	0.031079613	0.015700351	0.0021266765	0.009408184	0.03904075	0.0036775474	0.013701157	0.049556497
r	0.00012273873	0.0014753335	0.005156634	0.05561493	0.4693291	0.11887398	0.25214785	0.04129214	0.021096557	0.011842671	0.010533813	0.0030696744	0.004168014	0.0010510026	0.001286467	0.0029390708
ò	8.009686e-05	0.0019012431	0.0042401133	0.067767195	0.14352322	0.35388103	0.08987983	0.031974707	0.044172082	0.028375637	0.008421076	0.05771489	0.0078820195	0.0032157472	0.020315	0.13665609
ì	1.3405063e-05	0.0017660479	0.0006687422	0.007341612	0.18216029	0.62511903	0.055230547	0.011883848	0.016203053	0.014113214	0.025943346	0.030384667	0.0013999117	0.0025115018	0.009379415	0.015881415
c	2.515118e-06	0.0019209477	0.00083945604	0.017781703	0.08152963	0.74868083	0.016645841	0.004389526	0.0083158715	0.011724966	0.0115569895	0.039978623	0.0017145901	0.0019317976	0.013057037	0.039929584
h	0.03770047	0.0021938004	0.011867403	0.05074425	0.0886445	0.07825639	0.09288374	0.03485656	0.06548108	0.09402058	0.011256907	0.02300949	0.038137194	0.008932717	0.108617894	0.253397
a	0.0012117504	0.00085265096	0.000735505	0.016841508	0.08640682	0.691368	0.07584871	0.0024303552	0.018717632	0.028305506	0.0074181086	0.058496926	0.00050293695	0.00047373786	0.0005553673	0.009834579
t	0.00025045234	0.001019576	0.003394463	0.004908782	0.07385455	0.055794608	0.40410286	0.1521019	0.12662691	0.04557751	0.06908717	0.025524618	0.02123143	0.006429579	0.0021362845	0.007959319
o	0.0003225058	0.001550646	0.0049752784	0.016731335	0.030822124	0.1543277	0.1937297	0.07843371	0.08479824	0.044118963	0.009941542	0.11341341	0.016307741	0.006410825	0.052199256	0.19191709
r	0.00012896577	0.0009494392	0.0031618923	0.0026537685	0.021154458	0.013351433	0.29857945	0.19649017	0.22499281	0.06831997	0.088659585	0.0459125	0.016926376	0.005772788	0.0049191876	0.00802721
ì	0.00016707231	0.0016111555	0.0035305498	0.009209257	0.017600488	0.11080504	0.17676301	0.070574984	0.08441509	0.04320474	0.013518953	0.1477266	0.012003452	0.007562934	0.06294363	0.23836306
s	1.11266845e-05	0.0023274883	0.00055348844	0.00038701826	0.012687922	0.09846029	0.10819874	0.05669433	0.104110986	0.058468062	0.18627492	0.28970566	0.0029452362	0.010779145	0.024975318	0.04342028
o	0.0054290164	0.00091745105	0.0015002487	0.0037404397	0.042759247	0.26096472	0.121841356	0.020516347	0.071714394	0.10300209	0.0155225545	0.06854832	0.0115638	0.0034841765	0.02833365	0.2401622
n	6.215952e-05	0.00013024436	0.00052846497	0.00051175785	0.0028855768	0.0018595547	0.09731741	0.2103671	0.36045507	0.107544795	0.1022308	0.081624515	0.022572475	0.010491671	0.00054705486	0.0008712719
t	0.00037091924	0.0011692442	0.008157073	0.008434285	0.006120737	0.01853476	0.2069988	0.25151312	0.14592853	0.043953046	0.012745135	0.10075211	0.038693804	0.008344964	0.03218631	0.1160972
a	3.703255e-05	0.0007919373	0.0015624054	0.0005834642	0.0060302108	0.0075474526	0.18561253	0.1574511	0.2996486	0.118978806	0.061635777	0.070940755	0.011469759	0.021529788	0.01828271	0.037897725
