 	avete	cucinato	le	verdure	</S>
i	0.9904193	0.00022665344	9.026302e-05	0.0004076046	0.008856092
m	0.96253544	0.01549036	0.0002795636	0.0013428737	0.020351933
a	0.0015152891	0.0031775956	0.02730283	0.75146365	0.21654063
r	0.81795925	0.17875032	0.0015373484	8.940363e-05	0.0016637085
è	0.36761698	0.41153583	0.012793935	0.04083671	0.16721651
t	0.352398	0.19734143	0.15007597	0.029143484	0.2710411
s	0.048463855	0.25653276	0.020926783	0.08362487	0.5904517
a	0.07350618	0.52435344	0.09836321	0.0989605	0.20481668
t	0.04915804	0.021452775	0.10744693	0.1368805	0.68506175
o	0.0082964115	0.0039625186	0.09910593	0.30041423	0.5882209
l	0.053356443	0.007450115	0.039617576	0.11582867	0.7837472
a	0.00078399474	0.0003184958	0.19566962	0.62065095	0.18257686
l	0.03929664	0.0049475874	0.014184927	0.14671868	0.79485214
à	0.00078961905	0.00020314546	0.06905543	0.7231256	0.20682627
c	0.0017680697	0.0002575478	0.012053618	0.55137515	0.43454567
h	0.0038288927	0.0015880726	0.040432777	0.637896	0.3162543
a	0.0030356369	0.0008004427	0.001091237	0.5509976	0.44407508
n	0.007908346	0.0012178026	0.0005993466	0.08353138	0.9067431
a	0.0067084283	0.006447619	0.003621218	0.1585101	0.82471263
</S>	0.009512387	0.0024205437	0.00042614935	0.021807406	0.96583354
