 	il	cibo	ee	vuole	mangiato	subito	e	presto	</S>
t	0.8896757	0.07544148	0.0016813383	0.0015096593	0.00044683742	0.0006717004	0.0017176337	0.008412595	0.020443117
o	0.83864903	0.09918035	0.007866741	0.0026151156	0.003945756	0.0034454241	0.00023937594	0.0006431454	0.043414958
f	0.08851886	0.842137	0.0447902	0.01206279	0.0028940688	0.0013971406	0.00023313428	0.00021438517	0.0077524823
à	0.009273973	0.47826526	0.3298781	0.037441757	0.02395221	0.030290086	0.0029200364	0.0031701261	0.084808506
i	0.007157684	0.9153622	0.05512403	0.009630297	0.0037700792	0.0012912707	0.0004683354	0.0032551205	0.0039409413
e	0.011647677	0.79913384	0.15983877	0.01376595	0.005479799	0.0027048802	0.000450627	0.0007721011	0.006206365
e	0.004702473	0.13792616	0.7493652	0.04697498	0.01654214	0.016882842	0.0012036334	0.002359631	0.024042852
t	0.0023798707	0.014924836	0.47903734	0.25575668	0.09991168	0.101094805	0.008434757	0.0067239627	0.03173603
è	0.0018355014	0.02015425	0.4773882	0.19079413	0.057948854	0.13258979	0.0047819237	0.003498914	0.11100854
l	0.00044131765	0.2068708	0.6792397	0.08592039	0.016347311	0.0072746235	0.00076778757	0.0011932418	0.0019448686
i	0.002685588	0.042804748	0.5628169	0.20851256	0.047450084	0.027314583	0.0027271102	0.013317905	0.09237047
f	0.00063513377	0.0063222493	0.4028358	0.43550298	0.089473285	0.06106321	0.0037773557	0.000108511944	0.0002814661
a	0.0019505237	0.005951016	0.33632016	0.29360244	0.10629484	0.15494825	0.005052301	0.0029743465	0.092906155
m	0.0021024991	0.0035688581	0.13507499	0.55973047	0.18174617	0.1075928	0.006714357	0.0010851831	0.002384719
è	0.027653273	0.0068359044	0.14839816	0.22423121	0.14878048	0.13684632	0.002289477	0.018868057	0.28609705
n	0.00014716497	0.0010724189	0.03785003	0.6107546	0.23156862	0.099059135	0.011738662	0.002938414	0.0048709046
o	0.006131968	0.0021063772	0.03383139	0.40059292	0.16735667	0.12644973	0.007365101	0.03532293	0.22084288
s	0.002596359	0.0024127031	0.013312235	0.2762832	0.35279784	0.30485618	0.043818012	0.0015579425	0.0023655226
ù	0.00041231557	0.0022127947	0.01889613	0.19910842	0.14331254	0.56034905	0.02394093	0.005128114	0.046639655
b	5.5647648e-05	0.00060962926	0.0077590425	0.2293981	0.29977718	0.3467323	0.09018596	0.016584147	0.008897958
i	0.018604718	0.004290846	0.035706703	0.21143067	0.21775477	0.16842389	0.012940685	0.09837785	0.23246996
t	0.00689757	0.0052815094	0.019559195	0.12331085	0.2880629	0.3635917	0.18015537	0.008345304	0.004795615
o	0.0009413393	0.002885081	0.014764284	0.06349298	0.07595539	0.6246425	0.10545508	0.01817093	0.09369244
è	0.012522105	0.010833652	0.040525973	0.09689857	0.17146166	0.2884239	0.2827297	0.060498517	0.03610594
p	5.6603018e-05	0.0012283021	0.0023914692	0.019473877	0.035540223	0.16441478	0.5382602	0.19453524	0.04409928
r	0.005727017	0.0018678387	0.0065345294	0.028468417	0.060536183	0.12749222	0.06586299	0.2213874	0.4821234
è	0.0050969254	0.006031325	0.008628802	0.044744067	0.04477115	0.11365829	0.27985933	0.34151655	0.15569358
s	0.00010174785	0.00039418906	0.005460753	0.022285134	0.018329345	0.033155832	0.22926426	0.5619255	0.12908322
t	0.023563104	0.003062472	0.0058257454	0.0158607	0.02388216	0.035080742	0.108810045	0.4009062	0.3830088
o	0.0043936674	0.002630634	0.0018171387	0.011660289	0.015098028	0.024430912	0.35806558	0.48641682	0.095486924
</S>	0.028926156	0.018707184	0.035800815	0.05059135	0.039766982	0.03174833	0.08370656	0.5881157	0.12263692
