 	questo	muro	vuole	uno	specchio	</S>
c	0.7132725	0.22106035	0.0025917408	0.0012893893	0.01938918	0.04239682
ì	0.33076596	0.31987947	0.034342784	0.06872691	0.019736152	0.2265487
t	0.56029826	0.43119994	0.0027139327	0.000130087	0.0012097763	0.004447995
t	0.2673529	0.1661382	0.19961992	0.021018488	0.008937168	0.33693334
o	0.74569064	0.17460042	0.058844216	0.01929825	0.00047235464	0.0010940989
t	0.1695862	0.71252644	0.06362686	0.03532492	0.0020547647	0.016880807
ì	0.010889534	0.68747455	0.09295132	0.004529368	0.0065044663	0.19765067
c	0.0052880337	0.97529435	0.0179236	0.00020732275	0.00064265303	0.0006439318
h	0.038303573	0.50855684	0.33870405	0.008386923	0.004143905	0.101904675
o	0.0014235044	0.21364495	0.78445256	0.00023691735	7.606503e-05	0.00016612276
t	0.005514365	0.03623114	0.8461713	0.08919275	0.005476464	0.01741399
è	0.0030530612	0.076485164	0.4650646	0.03256723	0.042255677	0.38057432
l	0.00083333027	0.06738912	0.7765778	0.048134707	0.07834605	0.028718954
i	0.00044026203	0.0741512	0.71430206	0.012335725	0.05039851	0.14837222
è	0.0018833465	0.0012454239	0.07765922	0.8595598	0.049759876	0.009892368
n	0.00036626478	0.009192862	0.021960437	0.4490032	0.48838243	0.031094808
a	0.0003948474	0.0018733888	0.022009665	0.20840548	0.59657747	0.17073917
n	0.006205623	0.0017698061	0.0059835124	0.6029652	0.22772992	0.155346
j	0.0012429265	0.00950724	0.008622857	0.045130454	0.3077442	0.62775236
a	0.0028265903	0.003584497	0.03395425	0.17458718	0.31533316	0.46971425
l	0.0028885165	0.0041291933	0.010859425	0.28151911	0.38316733	0.3174364
ì	8.011022e-05	0.00095119415	0.0006027452	0.02869591	0.892529	0.077141054
</S>	8.659878e-05	0.007638607	0.008240823	0.015974915	0.848419	0.11964004
