 	il	cibo	vuole	mangiato	appena	lo	cucini	</S>
o	0.90442324	0.06342968	0.0049590785	0.0011770241	0.0005017398	0.00085871416	0.004442585	0.020207936
m	0.39121315	0.5906541	0.0045879176	0.0002814807	0.00061178126	0.00014545122	7.172628e-05	0.012434388
a	0.017660568	0.029203355	0.37095714	0.101774946	0.024030812	0.0043799146	0.09827455	0.3537187
r	0.004785018	0.9663607	0.02642203	0.0005718499	9.680596e-05	8.5690235e-06	9.338215e-06	0.0017457317
ì	0.020460375	0.8577574	0.08146957	0.010440911	0.00822801	0.0024365757	0.00025361145	0.01895351
o	0.0031536184	0.8934848	0.09845939	0.0035281384	0.00071159407	9.127238e-05	0.000103312086	0.00046781733
e	0.007132995	0.38970917	0.53573513	0.043094292	0.018429156	0.002610123	0.00025172564	0.0030373887
t	0.0046986267	0.029088682	0.6461358	0.15636979	0.10571651	0.021380194	0.0017968193	0.034813497
è	0.001939752	0.020541275	0.5127318	0.15797898	0.031428043	0.014727071	0.009853025	0.25080004
l	0.00047111037	0.049255174	0.8482697	0.088230826	0.008644423	0.001672549	0.00081936887	0.0026367963
i	0.0007296126	0.018060593	0.74855256	0.122044	0.009660539	0.0017407945	0.008966856	0.09024494
f	0.0013591705	0.00421232	0.37806067	0.37625685	0.21721229	0.022042746	0.0001243894	0.00073160575
a	0.0032365893	0.008959516	0.31358257	0.2767797	0.054508075	0.021537986	0.024038201	0.29735732
m	0.0067219906	0.0043999115	0.09885413	0.5439436	0.3012128	0.037618052	0.0025434443	0.0047060456
è	0.022807272	0.0074086827	0.06817408	0.23529133	0.07323183	0.0118300235	0.09781107	0.48344576
n	0.00053069746	0.0020193965	0.07973553	0.6760011	0.15843926	0.05858129	0.01098823	0.013704513
o	0.007259433	0.002961433	0.03324576	0.267905	0.04728601	0.015930662	0.23740771	0.388004
a	0.0067361193	0.0036723395	0.016519407	0.072823465	0.7181885	0.16804396	0.0047542304	0.009261993
p	0.0010297613	0.0047162655	0.015251394	0.027896686	0.51230454	0.3859593	0.014067632	0.038774397
p	0.013759648	0.004841279	0.011446523	0.049996495	0.0883462	0.033920813	0.07743284	0.7202562
è	0.103517495	0.02616284	0.1114196	0.14104463	0.072518155	0.0728463	0.32828778	0.14420322
n	0.13980351	0.017446306	0.043124676	0.13089699	0.08434709	0.0717725	0.3266829	0.18592611
a	0.1749685	0.028488692	0.02769962	0.100077756	0.09339248	0.03200871	0.3464654	0.19689882
o	0.03367946	0.019415181	0.057643082	0.08343182	0.35615146	0.34058934	0.056107517	0.05298214
m	0.0019639288	0.012449328	0.06765275	0.049617223	0.15971395	0.3997526	0.09167053	0.21717969
a	0.027984552	0.0068628094	0.009361144	0.026913276	0.11529364	0.04852213	0.26816317	0.49689928
r	0.006206247	0.020270765	0.13674346	0.10286032	0.078608334	0.1746024	0.17214087	0.30856755
è	0.0012521712	0.0047597345	0.01761983	0.0067783473	0.019350639	0.1929345	0.10971355	0.64759123
i	0.00020254403	0.0018013685	0.021293381	0.016235542	0.0071402094	0.086713225	0.53728133	0.3293324
</S>	0.0017459233	0.018562026	0.13005833	0.066070646	0.031027464	0.050551318	0.11321592	0.58876836
