 	voglio	che	Maria	venga	domani	</S>
i	0.81328565	0.13885005	0.004488698	0.012088371	0.012691734	0.018595489
t	0.8894056	0.031214673	0.052856434	0.012185972	0.004688975	0.009648405
è	0.04476207	0.013341221	0.3452306	0.033297867	0.054715335	0.5086529
l	0.90288967	0.070094466	0.0044768844	0.0022483156	0.0012021089	0.019088507
o	0.3429237	0.45131704	0.029608412	0.0032008023	0.0026255888	0.17032453
n	0.0091018295	0.5825321	0.36779094	0.038577944	0.0009768712	0.001020298
a	0.039493278	0.01754767	0.45974463	0.060592283	0.019429624	0.40319255
r	0.06307782	0.16464877	0.67250127	0.07897278	0.0013354063	0.019463964
t	0.026449308	0.01195193	0.22924955	0.052068837	0.04134755	0.6389328
i	0.49109644	0.24618061	0.16471608	0.06233343	0.0010132212	0.03466021
à	0.038082454	0.1443475	0.514612	0.2747693	0.009177465	0.019011233
v	0.003555826	0.002108898	0.047229037	0.43710724	0.42215973	0.0878393
v	0.022088714	0.029528834	0.16439746	0.04629298	0.15727524	0.58041674
r	0.10669004	0.06026585	0.23541631	0.42458186	0.016330948	0.15671499
i	0.5471784	0.2322578	0.07101055	0.049930964	0.012145993	0.08747635
i	0.15673289	0.18202004	0.077344276	0.39121056	0.09007406	0.10261825
M	0.007915421	0.01091341	0.017925657	0.15898012	0.51760846	0.28665695
a	0.0128641585	0.04498442	0.027091831	0.043387853	0.6504451	0.22122668
r	0.24910073	0.092345715	0.01921313	0.07767335	0.109858885	0.45180818
ì	0.008334971	0.041384466	0.008872674	0.03551081	0.6958387	0.21005835
a	0.006654506	0.00022384312	0.00025617523	0.005400369	0.7972792	0.19018593
</S>	0.04672241	0.033096947	0.028050145	0.055980444	0.09330897	0.74284106
