 	devo	comprare	il	pane	ogni	giorno	</S>
è	0.99877363	0.0008189466	7.4985633e-06	4.684067e-06	1.6061613e-05	2.5204492e-05	0.00035392767
n	0.9927412	0.00090573606	0.0013852132	0.0010096332	0.00042762383	0.0007293295	0.0028013398
a	0.9196685	0.02863391	0.029527158	0.01323079	0.0015882347	0.0011599391	0.0061914264
a	0.991691	0.0064074374	0.0016189017	3.077701e-05	7.002912e-06	1.6015774e-06	0.00024334773
f	0.72644657	0.03487397	0.107342124	0.0096889045	0.0043675187	0.0038211737	0.11345971
o	0.06464631	0.009011815	0.40191463	0.29422614	0.045286495	0.031383343	0.15353118
r	0.54477566	0.14374554	0.15670615	0.048934978	0.011919283	0.005571136	0.08834725
à	0.6771342	0.0201178	0.18565238	0.040374573	0.004367208	0.005314753	0.0670392
s	0.02832142	0.006167555	0.17156991	0.5432446	0.1716876	0.034151454	0.044857386
o	0.002546307	0.041122597	0.29161137	0.2458536	0.15684979	0.16432717	0.09768922
t	0.0029487724	0.0043299156	0.032896005	0.5302296	0.3042357	0.049092162	0.07626786
o	0.008791891	0.0036548278	0.06271126	0.28936908	0.0879333	0.06391289	0.48362672
t	0.011715425	0.0013925665	0.0022764816	0.20863612	0.44433102	0.20143619	0.13021223
s	0.0062409765	0.0014706325	0.009731237	0.12749349	0.0975488	0.12837352	0.62914133
o	0.0031768885	0.00025690778	0.0011258617	0.12143749	0.5099878	0.33444124	0.029573882
m	0.0018032434	0.00025721162	0.0006206505	0.03300616	0.21793793	0.63953614	0.106838636
ì	0.0016758068	0.00029434092	0.001401466	0.080692925	0.6900897	0.19864388	0.027201898
p	0.0021001291	0.00085081154	0.0012962257	0.0145835	0.27300304	0.6069923	0.10117397
à	0.0068399487	0.0019878068	0.0023777594	0.0070280037	0.24687655	0.6643652	0.07052474
s	0.00076377025	0.00036914184	0.0008225321	0.0029793847	0.018518863	0.91203916	0.06450707
s	0.023245705	0.011545404	0.012029527	0.010475223	0.10101009	0.6058901	0.23580393
i	0.014341334	0.022190273	0.01641134	0.01890725	0.019858329	0.77123815	0.13705331
n	0.026369954	0.009760895	0.009979758	0.009779847	0.00686766	0.602292	0.33494988
i	0.0033877522	0.003189341	0.0061441455	0.02600371	0.08152789	0.7290908	0.1506564
m	0.010689541	0.0033841124	0.005523498	0.013221757	0.018089138	0.6821234	0.26696855
è	0.009545103	0.003984284	0.008202945	0.07903202	0.16298924	0.6416064	0.09464002
r	0.002370629	0.0011893156	0.005280559	0.022022126	0.0475307	0.8131994	0.10840725
a	0.03378136	0.02291816	0.041301385	0.14793217	0.27726442	0.44846833	0.028334178
</S>	0.03110901	0.010296978	0.015375203	0.031682942	0.034214266	0.50678694	0.37053466
