 	io	voglio	che	Maria	venga	qui	</S>
e	0.9965269	0.0007769074	0.00015497075	0.000109212044	0.0017541574	0.00038399678	0.00029393646
v	0.91096306	0.031416297	0.0033488271	0.020899499	0.0018254393	0.0012104649	0.0303363
ò	0.025133971	0.04636669	0.064743176	0.23339853	0.12497857	0.07408599	0.43129307
t	0.05008316	0.9463809	0.0022594049	0.00054382964	0.00024092355	1.6155931e-05	0.0004756603
è	0.030297337	0.20894833	0.09711811	0.48531178	0.0077916845	0.02133852	0.14919421
l	0.030958243	0.95139664	0.012501782	0.0044418764	0.0005439286	6.098965e-06	0.0001512746
o	0.0045153503	0.6182551	0.27780965	0.043071702	0.0041706157	0.0020656344	0.050111935
n	0.005505117	0.3293594	0.45001334	0.19172467	0.023122951	5.9670314e-05	0.0002147482
a	0.003944423	0.19076476	0.07980197	0.28792307	0.027640859	0.0057929186	0.40413198
r	0.041656613	0.17861763	0.39389154	0.29469904	0.0859101	0.00063477876	0.0045903497
t	0.005454968	0.032565225	0.03719411	0.21155906	0.07809737	0.015419059	0.6197102
i	0.029159859	0.4311947	0.2606479	0.12342747	0.14126058	0.0035071059	0.010802461
e	0.009616193	0.059191298	0.08148089	0.32463384	0.50477946	0.008217519	0.012080772
M	0.0041820626	0.012667011	0.005900686	0.09150907	0.6395722	0.043034825	0.20313416
a	0.041583855	0.0019569807	0.013035488	0.38108978	0.41502976	0.023337444	0.123966694
r	0.39156926	0.14285892	0.010822968	0.18823953	0.21774791	0.017767398	0.030994043
ì	0.016291328	0.0073891245	0.038016643	0.15146339	0.5468532	0.039312065	0.2006743
a	0.091506585	0.04822592	0.0017666081	0.014261687	0.44667855	0.36604765	0.03151304
e	0.0031702404	0.041342232	0.029304264	0.06296715	0.7610196	0.09293242	0.00926401
t	0.0030229671	0.020406537	0.009944052	0.014679982	0.16978055	0.5774504	0.20471554
t	0.003328449	0.0044276784	0.006702608	0.008723969	0.02810902	0.09461338	0.8540949
ù	0.023214985	0.07983489	0.013493085	0.0019944042	0.03154559	0.7785578	0.071359284
</S>	0.00066745747	0.0043712296	0.00025236394	0.0004663494	0.0044026324	0.9287548	0.061085247
