 	è	possibile	che	è	entrato	da	qui	</S>
i	0.89241517	0.10082856	0.0002935359	0.00020133125	7.6008975e-05	0.00019885419	0.0025307457	0.003455891
s	0.76551217	0.19632217	0.0041698874	7.690874e-05	0.00013108343	0.00015134116	0.00029950408	0.033336952
o	0.02397561	0.0688846	0.04074847	0.17792809	0.004368759	0.006200519	0.07023432	0.60765964
g	0.2423817	0.68810844	0.029094042	0.0048544384	0.003888519	0.00053274335	0.00026066412	0.030879395
g	0.060233947	0.6176037	0.043916177	0.05728236	0.005847644	0.0026195738	0.008853609	0.20364301
è	0.2269811	0.6483616	0.076864764	0.04078037	0.0025523996	0.0017901819	0.0004259691	0.0022435985
s	0.005141691	0.5790474	0.29704422	0.07940431	0.019333206	0.015572651	0.001455153	0.0030014135
t	0.111877546	0.52374303	0.0331674	0.08784267	0.028371096	0.0064281747	0.004794755	0.20377535
e	0.0053738276	0.7876509	0.080557086	0.109214865	0.012328336	0.004679619	0.00015762611	3.7632537e-05
k	0.015637396	0.13586473	0.4229293	0.15684032	0.16860807	0.091508694	0.002682165	0.0059293346
a	0.016639575	0.01923941	0.09711774	0.13241231	0.04070428	0.012539516	0.011117132	0.67023
m	0.0330136	0.1139106	0.20018373	0.1480423	0.34162414	0.14512138	0.008771366	0.009332935
b	0.015431582	0.01280087	0.026552645	0.1279242	0.046579923	0.012029285	0.019975303	0.7387061
ì	0.10616583	0.075263105	0.15338898	0.41692883	0.09675616	0.112080805	0.0162921	0.023124164
k	0.14329126	0.044523433	0.0552548	0.37726703	0.052568626	0.30403635	0.016385248	0.006673231
e	0.26251504	0.019883811	0.040481705	0.116681576	0.22991802	0.058035385	0.025061414	0.24742301
a	0.10451072	0.15309371	0.044198256	0.020263158	0.14197025	0.44592717	0.077442564	0.012594184
p	0.002221229	0.10532776	0.0039060516	0.014556115	0.03224934	0.22390443	0.44301867	0.17481644
ò	0.015974952	0.023700338	0.0055764094	0.030058714	0.101549216	0.031954303	0.087512515	0.70367354
t	0.0002891567	0.021405162	0.00012364032	0.0022221694	0.0020132167	0.022817142	0.9174921	0.03363746
t	0.011702599	0.029272115	0.0024872066	0.0055917925	0.038379066	0.018183826	0.41033083	0.48405257
u	0.028825093	0.100654565	0.0019838165	0.0049887695	0.0063415687	0.032316916	0.77101594	0.053873345
</S>	0.02756818	0.20789391	0.003277737	0.0014052659	0.0025166848	0.0052028694	0.48697823	0.26515713
