 	da	da	un	famoso	poeta	</S>
p	0.91278714	0.00467612	0.0006490871	0.0028644912	0.0013870479	0.07763612
u	0.041843526	0.033262342	0.22132872	0.11791449	0.021548724	0.5641022
s	0.6806968	0.31370577	0.0040795947	0.0003507427	4.654005e-05	0.0011205589
s	0.053230032	0.38236445	0.4430393	0.005824627	0.003462704	0.11207894
è	0.042171773	0.38993868	0.5110899	0.025964582	0.003730859	0.027104253
n	0.0056649796	0.6237025	0.2798837	0.06652583	0.004845897	0.01937706
a	0.0029608295	0.45925125	0.342019	0.11914377	0.008724416	0.06790074
f	0.0053019966	0.062792264	0.80663705	0.106852815	0.0060207485	0.012395096
a	0.0013395118	0.0180842	0.6448497	0.055326913	0.039972164	0.24042748
m	0.0085336035	0.009141335	0.53154737	0.32947952	0.05703938	0.06425878
ò	0.0005049228	0.002757578	0.1506207	0.63241196	0.032294326	0.18141054
s	0.00071493554	0.0032796955	0.19967218	0.5756915	0.1360394	0.08460225
o	0.00060889963	0.0022219117	0.03061617	0.7749076	0.07086563	0.120779745
p	0.00738192	0.004684275	0.04066539	0.19955434	0.6127427	0.13497134
o	0.00091765536	0.0033166427	0.03188193	0.64605594	0.1283459	0.18948191
è	0.0063168625	0.0012840511	0.004230289	0.015046537	0.8112243	0.161898
t	3.4141245e-05	0.00047041042	0.00303149	0.043536153	0.92074364	0.032184158
a	6.800589e-05	0.00074358913	0.0008275029	0.018727008	0.88313377	0.09650016
</S>	0.0004944183	0.0006387104	0.0018172621	0.0011987201	0.35693783	0.63891304
