 	ha	pensato	che	il	ladro	è	entrato	dalla	finestra	</S>
e	0.901183	0.07028946	0.00035814496	0.0001315319	0.00022409177	0.00042861188	0.000112159585	0.00044263687	0.0027013195	0.024128933
p	0.74542487	0.19627388	0.008789308	0.0022127877	0.00022885323	4.124596e-05	0.00016764525	0.00016698084	0.00032117424	0.046373285
è	0.012079079	0.04372703	0.16479447	0.18228972	0.16922034	0.087288946	0.02167754	0.0065226285	0.01033613	0.30206412
n	0.01239488	0.98576444	0.0008715479	0.00050773466	0.00026734566	2.867411e-05	6.40643e-06	6.4388687e-06	3.6407913e-05	0.00011618089
s	0.17929365	0.50472444	0.040435266	0.018253764	0.010639937	0.003204267	0.00063120015	0.0015489105	0.0021790355	0.23908949
e	0.011764194	0.9503306	0.030769134	0.004417598	0.0017757381	0.00074388983	4.759233e-05	6.63053e-05	2.2065678e-05	6.290161e-05
t	0.0041935	0.4821063	0.4405388	0.047358543	0.012950859	0.0057861996	0.0018760879	0.0006214856	0.0010336271	0.0035346386
s	0.01140848	0.09219457	0.05931081	0.09700723	0.21805863	0.018015778	0.003181621	0.017940648	0.017499283	0.46538296
e	0.013353355	0.3460627	0.36399642	0.092758976	0.097755395	0.040133238	0.0060824133	0.009335578	0.0064563756	0.024065606
k	0.008750446	0.11511499	0.5268332	0.15988208	0.08098573	0.05206249	0.01702775	0.005622644	0.0089220125	0.024798635
a	0.017660286	0.052002147	0.2087112	0.13647573	0.17409927	0.061728995	0.017041262	0.01007923	0.010585663	0.31161618
o	0.016036958	0.068734154	0.14417516	0.41553533	0.11959639	0.16026698	0.03471271	0.009760908	0.009393465	0.021787912
l	0.0027638727	0.035130247	0.05023533	0.15380646	0.3493726	0.18261312	0.039378602	0.06387162	0.04050628	0.08232188
à	0.0007973932	0.0007142539	0.0004134506	0.03152454	0.86827314	0.023231108	0.0005231243	0.023463828	0.009894796	0.041164435
d	0.00035546676	0.010030618	0.0005022532	0.027992496	0.51356864	0.34879145	0.0073709483	0.057668414	0.021400366	0.012319377
r	0.0046704523	0.01116653	0.011082781	0.039942	0.42695788	0.1678484	0.017988939	0.0107582025	0.045390755	0.26419407
o	0.0014504658	0.0063160304	0.0006089907	0.09856472	0.055198893	0.657881	0.102358356	0.05686957	0.009744364	0.011007556
m	0.0072794333	0.025261616	0.0050849365	0.010479875	0.008827607	0.30183694	0.30970994	0.25946596	0.03302928	0.03902443
b	0.020222329	0.049910612	0.027398646	0.03381149	0.0547122	0.2352706	0.119131364	0.02149394	0.04592945	0.39211938
ì	0.06301815	0.142513	0.0036664424	0.024842966	0.03576193	0.48400226	0.027112767	0.031262547	0.053320352	0.13449962
k	0.06388082	0.16440238	0.005813753	0.05233753	0.01701125	0.21796723	0.034970473	0.21020667	0.18960397	0.043805964
e	0.062257018	0.019730961	0.0055193566	0.011185106	0.0062378813	0.14138295	0.16064298	0.013718007	0.23315531	0.34617046
à	0.019909238	0.044643857	0.0084825335	0.008162048	0.0011412782	0.03963594	0.2439011	0.50199366	0.0910699	0.04106038
t	0.0001564139	0.0046030357	0.00019518817	0.0004293061	0.03527549	0.058418825	0.008983885	0.6087445	0.16071483	0.1224785
t	0.0038613614	0.00797409	0.0011997013	0.0007458171	0.012049742	0.08367585	0.037017755	0.047075167	0.2128458	0.5935547
i	0.02133671	0.06397312	0.0013085298	0.0061883857	0.0015096	0.028034436	0.063853286	0.22862785	0.3908848	0.19428334
f	0.007854621	0.04036472	0.0043780007	0.0041965246	0.0012993905	0.0063597313	0.024996951	0.30050704	0.41477227	0.19527073
i	0.009292528	0.016780587	0.013435356	0.0020384963	0.012027101	0.02243102	0.031260014	0.14766487	0.2104451	0.534625
n	0.008702395	0.052102197	0.004682146	0.005625599	0.001531078	0.0067469925	0.013918924	0.19031855	0.49018756	0.2261846
è	0.00051666045	0.0030082653	0.00040269954	0.00088906765	0.017527362	0.002473866	0.0024533856	0.34197944	0.18917768	0.44157153
s	3.4827193e-05	0.0025438503	1.83334e-05	0.00016577281	0.0041717174	0.002969508	0.0011181702	0.322421	0.5403585	0.12619832
t	0.0045047696	0.005011564	0.0019212414	0.00078751997	0.0029249259	0.010340531	0.017319808	0.07220986	0.30800596	0.57697386
r	0.004583325	0.0123398695	0.0007028668	0.0020253407	0.0012308471	0.0072863232	0.004986576	0.03120518	0.62316424	0.3124754
a	0.008234294	0.020968655	0.001947337	0.003609159	0.0024727467	0.0131318765	0.004396015	0.015233868	0.5237996	0.40620646
</S>	0.008536094	0.02209342	0.0055448567	0.0060570044	0.0011338069	0.0034192293	0.0046750833	0.017970784	0.71253854	0.21803117
