 	hai	già	mangiato	</S>
è	0.98993766	0.0018229735	9.0606954e-05	0.008148672
c	0.9537181	0.044702277	0.00037409074	0.0012056096
h	0.6893643	0.24322218	0.01376084	0.053652696
i	0.81095403	0.15900943	0.022515867	0.0075206864
g	0.68885297	0.24507134	0.012691558	0.05338419
i	0.006241599	0.32560444	0.3594573	0.30869663
à	0.23503934	0.4468676	0.14318556	0.17490755
f	0.35341266	0.43859768	0.17295311	0.035036534
a	0.0032505195	0.04906383	0.82372415	0.12396149
m	0.027915232	0.0042371787	0.4210133	0.54683423
è	0.002344645	0.007474105	0.6698068	0.3203745
n	0.010445483	0.0024086072	0.8007891	0.18635683
a	0.00089595525	0.0016886704	0.8625736	0.13484173
</S>	0.0028072621	0.0011584817	0.12651186	0.8695224
