 	il	morto	vuole	pianto	</S>
t	0.86415976	0.0057728672	0.0068197353	0.007690923	0.115556575
o	0.7181167	0.08912735	0.02746038	0.0037543678	0.16154121
n	0.814502	0.15200858	0.006316716	0.00092898955	0.026243707
a	0.0078821005	0.4880484	0.36468056	0.0077641862	0.1316248
p	0.11212655	0.8294921	0.030574996	0.002978681	0.024827706
e	0.009103288	0.10706708	0.23469853	0.04334966	0.60578144
s	0.017406374	0.89142466	0.08440454	0.0012487454	0.0055157924
a	0.0038579493	0.4232575	0.45066848	0.0055916975	0.11662442
m	0.019933686	0.37551016	0.5241904	0.021306196	0.0590595
m	0.007925467	0.04863501	0.2626745	0.039041482	0.6417235
è	0.07727043	0.21924569	0.5742629	0.05969713	0.06952383
n	0.11403854	0.06582673	0.50891703	0.23284793	0.078369774
o	0.020520959	0.046513967	0.61002177	0.12095543	0.20198794
t	0.015738646	0.040987737	0.84862703	0.05017825	0.044468246
è	0.0010078723	0.010619492	0.80909896	0.025079386	0.15419424
l	0.00029244868	0.0051472494	0.45654842	0.4418449	0.09616699
i	0.0004225789	0.0029962373	0.20741807	0.16096452	0.6281986
g	0.013045032	0.015243727	0.03478174	0.7762229	0.16070664
l	0.013979184	0.036632363	0.041265387	0.21410458	0.6940185
e	4.3258522e-05	0.00045833888	0.0035571787	0.8503123	0.1456289
m	0.005429855	0.007713355	0.008887708	0.6888936	0.28907546
m	0.009967145	0.029165	0.009279067	0.2671016	0.6844872
è	0.0070092166	0.0014877301	0.0048174975	0.82182324	0.1648623
n	0.1689334	0.016445393	0.015989495	0.50363207	0.29499957
o	0.08600189	0.043950524	0.015052595	0.29567283	0.5593222
</S>	0.013840138	0.025479589	0.022009548	0.4288986	0.5097721
