 	ancora	sto	cucinando	e	non	sono	pronto	</S>
a	0.9834577	0.002258734	0.0012438882	0.0010618248	9.951698e-05	7.840172e-05	0.0024271605	0.009372698
n	0.077309094	0.021251822	0.075367704	0.0017063401	0.0005829753	0.0004016969	0.005031966	0.8183484
k	0.09294393	0.11626249	0.07110044	0.03075194	0.008780105	0.02064489	0.03233341	0.62718284
ò	0.020331107	0.97254217	0.00094192685	0.0052909134	0.00016239104	3.1704225e-05	3.6522604e-05	0.0006632843
r	0.004060342	0.94142365	0.0035080367	0.03455644	0.005602059	0.0011335897	0.0006580565	0.0090577705
a	0.92358655	0.044650536	0.01335357	0.009635798	0.0022083512	0.0010032634	0.00021911228	0.00534275
s	0.0010648882	0.86994874	0.11429918	0.009779791	0.0026271	0.0011050098	0.00017838989	0.0009968681
t	0.0055378987	0.23424903	0.08265392	0.113987915	0.028186958	0.035168406	0.016698038	0.48351777
e	0.024826335	0.65115225	0.21430323	0.059430882	0.012072631	0.0075048725	0.0024650523	0.028244853
m	0.0065131667	0.5257258	0.36141297	0.052387536	0.02183553	0.010998814	0.003965341	0.017160788
a	0.06198788	0.062177345	0.57045656	0.09993766	0.017678056	0.008763223	0.010220605	0.1687786
r	0.0019102135	0.48344237	0.26518813	0.15533541	0.046984896	0.02191706	0.00521487	0.020007066
è	0.010862861	0.016340384	0.13227592	0.13889328	0.059620466	0.2678783	0.060956027	0.31317282
o	0.005598711	0.06915282	0.0624937	0.2613708	0.11814435	0.36063117	0.08153708	0.041071407
c	0.05946948	0.01731869	0.14268462	0.14878327	0.12408299	0.37861064	0.06952845	0.059521794
e	0.22363962	0.0033301776	0.16348831	0.06485848	0.02698274	0.029105404	0.07892874	0.40966654
e	0.0014099029	0.032530632	0.015245943	0.7192374	0.10896762	0.06589875	0.03557062	0.021139158
n	0.074618205	0.0049106525	0.031794287	0.05452254	0.107223526	0.48523748	0.13686849	0.10482478
ì	0.002757768	0.0016684553	0.0014640837	0.045429725	0.052523267	0.44091415	0.19011956	0.26512295
n	0.0023666457	0.0026799126	0.0005125171	0.09284267	0.071775004	0.50798243	0.30512396	0.01671679
e	0.017571254	0.002298069	0.00078427506	0.05085725	0.089133315	0.33592942	0.38725612	0.116170295
p	0.014952337	0.013918038	0.04148109	0.12627092	0.06051705	0.095888086	0.59362394	0.053348538
r	0.63929474	0.00608739	0.013762501	0.011630287	0.02424205	0.03265128	0.06409103	0.20824075
ò	0.0055571916	0.009800195	0.00091266044	0.04013162	0.011397203	0.010725425	0.7683002	0.15317546
n	0.00034315127	0.0010761769	0.000102416794	0.0033586826	0.0014085391	0.012180937	0.9513577	0.030172298
t	0.029089736	0.0014882548	0.00013758484	0.002518937	0.0057895253	0.023158455	0.7524748	0.18534265
o	0.018220412	0.017035995	0.00018500678	0.02519789	0.011831658	0.005727028	0.7634195	0.15838255
</S>	0.007240558	0.008484363	0.005265383	0.01770512	0.0018909537	0.0017213881	0.8072129	0.15047944
