 	avete	cucinato	le	verdure	</S>
m	0.9904193	0.00022665344	9.026302e-05	0.0004076046	0.008856092
a	0.23058312	0.008693734	0.0022385991	0.52657706	0.2319075
r	0.9943077	0.0047917217	1.76594e-05	1.38513215e-05	0.00086905
è	0.25615185	0.408546	0.007474622	0.058222104	0.2696054
t	0.4289843	0.19075626	0.064388745	0.022793952	0.29307678
s	0.1672644	0.1669576	0.0053328946	0.06625527	0.59418976
a	0.13158132	0.8293247	0.01388598	0.0054410174	0.019767016
t	0.06536916	0.09448784	0.11340276	0.0624049	0.66433537
o	0.011618159	0.0075799334	0.098258235	0.27491713	0.60762656
t	0.07831847	0.014855161	0.068035476	0.07950315	0.7592878
a	0.015203439	0.0039364924	0.16178985	0.38596764	0.43310258
l	0.028786303	0.0041498453	0.031482313	0.12330892	0.8122726
à	0.002990242	0.00047203296	0.13399643	0.665572	0.19696932
c	0.0054092095	0.0004760356	0.042513713	0.50307536	0.4485256
h	0.0034812952	0.0015429895	0.06139339	0.5609047	0.37267762
a	0.0080594625	0.0016351291	0.0041734935	0.7667896	0.21934229
n	0.0092090145	0.0013496588	0.0007628162	0.16278613	0.8258924
a	0.0037533802	0.0033558689	0.0034370173	0.24104545	0.7484083
</S>	0.0049673687	0.0012518674	0.00019146063	0.017990762	0.9755986
