 	il	lenzuolo	vuole	lavato	</S>
o	0.84800965	0.09435664	0.0040929997	0.0058332807	0.0477075
p	0.55662054	0.4359893	0.0022361928	9.9406105e-05	0.0050546005
l	0.002836757	0.013475587	0.31573275	0.26566377	0.40229115
a	0.036998007	0.91669196	0.045927446	0.00024984087	0.00013278771
ù	0.026213342	0.9383157	0.032672614	0.0015980912	0.0012002825
n	0.00030461347	0.8644154	0.12119938	0.010759654	0.0033208684
a	0.0015410094	0.34878767	0.47883725	0.035525054	0.1353091
t	0.015055765	0.30317932	0.53327924	0.1285038	0.01998191
è	0.0014559741	0.09847555	0.7515745	0.030407071	0.11808685
l	0.0002426193	0.13268776	0.6317748	0.22031164	0.014983191
i	6.422098e-05	0.009228501	0.42170686	0.48373282	0.08526755
p	0.0075579234	0.0043325536	0.1924428	0.7064277	0.089238994
l	0.007295232	0.013486195	0.09140402	0.3695214	0.5182931
i	3.0168858e-05	0.00063232094	0.0069251405	0.8691935	0.12321891
m	0.0033781733	0.0011760363	0.0062730224	0.82610184	0.16307092
è	0.0031701045	0.004801194	0.006413884	0.70427895	0.28133583
n	4.8262824e-05	0.0005554824	0.002705286	0.8177348	0.17895624
o	0.00093690766	0.00088048755	0.0018947402	0.762374	0.23391387
</S>	0.0034684048	0.0023552703	0.0036435055	0.097904496	0.8926284
