 	quella	famiglia	non	ha	da	mangiare	</S>
c	0.9917163	0.005196665	1.939124e-05	1.887687e-05	2.11496e-05	7.904103e-05	0.0029484774
ì	0.79622644	0.1763313	0.004386355	0.00361513	0.0007880097	0.0009632479	0.017689584
s	0.9307689	0.06794844	0.00017353697	6.4797074e-05	4.0187017e-05	0.00028366293	0.00072040706
i	0.58582044	0.19913012	0.08897105	0.055373088	0.0045472207	0.0064938255	0.059664194
f	0.86875993	0.12805557	0.0020842524	0.00028367285	0.0001571951	4.8619604e-05	0.0006108395
a	0.38549796	0.21458852	0.05231631	0.060252585	0.012057011	0.026487837	0.24879982
m	0.36704576	0.5871616	0.022902722	0.004239906	0.002248309	0.001941938	0.014459817
ì	0.048461005	0.6283952	0.11856455	0.07685273	0.0066695167	0.010501623	0.11055537
g	0.19980997	0.6998579	0.057672624	0.0132606365	0.005236677	0.005681855	0.018480346
l	0.010421711	0.55508244	0.14422184	0.08715097	0.011015554	0.026852312	0.16525514
i	0.0043251547	0.34062472	0.30078351	0.21503368	0.047981918	0.027867315	0.06338371
a	0.010874514	0.018039005	0.4008449	0.3432189	0.1732231	0.02708076	0.026718844
e	0.018365206	0.006471267	0.0755416	0.29246026	0.20004594	0.184979	0.2221367
n	0.020097429	0.0050890245	0.024353862	0.30240473	0.26251665	0.25474566	0.1307926
è	0.017578997	0.0016470238	0.011257427	0.322888	0.12768878	0.32993644	0.18900338
c	0.0777433	0.01796818	0.016632657	0.5458228	0.16283716	0.16701365	0.011982169
h	0.0019075345	0.010113623	0.19139999	0.44496697	0.097608685	0.17650881	0.07749441
i	0.001396045	0.0024760892	0.09892033	0.54672545	0.2849502	0.058717903	0.0068140104
n	0.008646988	0.011960734	0.009813844	0.079392634	0.23853262	0.44353482	0.20811833
a	0.0023077314	0.0013297624	0.0013679366	0.031716682	0.06685988	0.70881754	0.18760045
f	0.0057094423	0.00547502	0.0015789365	0.008426284	0.0117802415	0.778922	0.18810801
à	0.0018440228	0.0021844248	0.0013841816	0.016420774	0.036366586	0.80262125	0.13917875
i	0.001851427	0.0039438275	0.00074638944	0.008826988	0.008396666	0.9414804	0.034754355
</S>	0.0034149098	0.0050691855	0.0020160018	0.007934407	0.004571637	0.81783843	0.15915541
