 	se	avessi	visto	le	nuvole	avrei	capito	che	pioverà	</S>
a	0.92823726	0.010920636	0.0029402557	0.00023149597	0.0008407264	0.0006409013	0.00045512672	0.00012443808	0.0017853829	0.05382376
n	0.010979551	0.03242437	0.087856725	0.05184034	0.006549673	0.007483836	0.0051089525	0.009369105	0.3458732	0.44251424
ì	0.00013638423	0.539628	0.32390815	0.014716811	0.017844234	0.00867547	0.0019687456	0.0003857224	0.0047149225	0.08802152
c	4.0854895e-05	0.97113943	0.027413817	0.0006878568	0.0002735696	7.981962e-05	3.4752386e-05	1.6896258e-05	0.0001819194	0.00013106198
h	0.0073139607	0.22877532	0.2962831	0.04959672	0.008587088	0.006672927	0.0007028493	0.0013132156	0.07104294	0.32971194
a	0.00097371294	0.75324774	0.2397311	0.0014776234	0.002977651	0.000713729	6.8809604e-05	5.0857936e-05	1.5069493e-05	0.0007436567
d	3.251164e-05	0.08267694	0.6496481	0.2586808	0.0065866066	0.0005828549	0.00021240038	0.00071822817	0.0004954798	0.0003659749
ò	0.0017000596	0.046739604	0.6777152	0.1081171	0.021187963	0.010763393	0.008405754	0.036194287	0.049608313	0.039568245
n	1.3693464e-05	0.07518328	0.81817544	0.067085885	0.029919144	0.005610724	0.001563819	0.0004169319	0.00073862186	0.0012924628
t	0.0007005918	0.27131185	0.5048867	0.03069876	0.021450287	0.011002537	0.0025828064	0.0056392974	0.01725054	0.13447668
a	1.7080682e-05	0.06081096	0.69180864	0.10847436	0.10161014	0.026133567	0.0027502885	0.006438125	0.0009843912	0.00097247324
t	0.00091943843	0.0052459096	0.3148014	0.455233	0.14097878	0.039736338	0.013214735	0.013806748	0.006065413	0.009998166
a	0.0001781644	0.0120580355	0.14414811	0.22095829	0.2733913	0.122995354	0.016063135	0.0033768883	0.010450139	0.19638059
s	0.00063335494	0.0037501482	0.12074859	0.480738	0.25318876	0.071403995	0.024086839	0.018553363	0.012249243	0.0146476375
ì	0.00020363848	0.007874254	0.043647278	0.22830065	0.29531735	0.14045249	0.0148752	0.0036540434	0.01690644	0.24876872
n	7.269729e-05	0.014876645	0.026030065	0.16104116	0.4886683	0.22186936	0.025041202	0.005090088	0.011758635	0.045551803
n	0.001801136	0.012388244	0.0903639	0.085293636	0.24770845	0.13200134	0.021664884	0.0080148615	0.009584531	0.39117905
e	5.5120337e-05	0.0024881684	0.01163286	0.03869314	0.5800709	0.29119465	0.038771026	0.018895281	0.0018147964	0.01638409
f	0.001042746	0.0013934879	0.010004843	0.046674363	0.33109355	0.3792679	0.14280353	0.06331492	0.004682498	0.019722134
a	0.00041253795	0.0044886027	0.018487372	0.10047371	0.31664005	0.24648218	0.022224614	0.009013627	0.038376566	0.24340077
ì	0.0004291018	0.0017444198	0.014879327	0.017990358	0.28872043	0.38625503	0.17726849	0.07609945	0.014449858	0.022163548
c	5.414751e-06	0.0040614703	0.00094364537	0.009611497	0.21231537	0.465226	0.042447645	0.07162866	0.1433361	0.05042427
h	0.0016106457	0.0015798273	0.003822109	0.093804084	0.056543943	0.058181882	0.011680682	0.037457258	0.35718712	0.3781325
a	0.0010744239	0.0011402745	0.0008089629	0.0017168622	0.22504544	0.55616075	0.13479167	0.017730031	0.0022498597	0.059281677
a	0.00017183732	0.0015802017	0.007281145	0.0020668765	0.07307101	0.28258526	0.47283536	0.12517135	0.00650388	0.028733151
n	7.495486e-05	0.0046841213	0.012815651	0.017686425	0.047801234	0.16481072	0.18220332	0.22614065	0.2662113	0.07757159
o	0.00030899662	0.0049780817	0.0075837504	0.012382429	0.11857123	0.19715987	0.023364408	0.013763616	0.10858503	0.51330256
ì	0.00054396706	0.005428915	0.020435859	0.003333375	0.058544442	0.1506654	0.46904704	0.092928365	0.059641372	0.13943125
s	7.3998426e-06	0.008837364	0.0019754549	0.0031460265	0.040895835	0.16863945	0.071430266	0.12942396	0.3901562	0.185488
o	0.0016942085	0.0012058445	0.0016774113	0.0046319845	0.008526603	0.046165954	0.05122987	0.10867189	0.40245682	0.37373942
n	0.0002692054	0.0015524697	0.015269899	0.005311044	0.01071807	0.01241858	0.115671895	0.056547336	0.5517479	0.23049353
t	0.0015678009	0.004189511	0.019512499	0.015228876	0.008927375	0.024843216	0.032182425	0.029568635	0.28434756	0.5796321
a	0.0004794564	0.0022393274	0.0042186873	0.0008649867	0.012029813	0.021924462	0.14585777	0.035707973	0.23584732	0.54083025
k	0.00041413342	0.0034045177	0.023898976	0.007098419	0.017383443	0.01241975	0.03038911	0.020641716	0.5978387	0.2865112
a	0.0060635977	0.0019243784	0.008999443	0.008695657	0.0012836203	0.0034482619	0.011888117	0.049586568	0.69333315	0.21477722
v	0.0017565484	0.012390958	0.035372555	0.005421123	0.05217176	0.06729594	0.13155867	0.0127922045	0.08346307	0.59777725
r	0.037094783	0.0056636767	0.023632705	0.0061893123	0.0069169756	0.015411318	0.05938593	0.048558034	0.28938156	0.5077657
è	0.009559998	0.008109071	0.027970066	0.0019051665	0.030513436	0.03313583	0.05123752	0.00266801	0.05417363	0.7807273
c	0.000119608354	0.004066587	0.0017572767	0.00034026618	0.010121759	0.014280898	0.007621143	0.003342395	0.063231856	0.8951182
h	0.0024781846	0.0027038143	0.0022051395	0.0006176754	0.0006852606	0.000979961	0.0034367486	0.0029258074	0.25377107	0.73019636
i	0.01484009	0.0043269536	0.0075044213	0.0007350501	0.005864068	0.0033849087	0.00448989	0.0005533485	0.045201726	0.9130995
</S>	0.0141680455	0.014562741	0.034424722	0.011631154	0.046357952	0.06741184	0.033809636	0.0027519336	0.014350523	0.7605315
