 	le	buone	canzoni	si	scrivono	alla	notte	</S>
t	0.95335835	0.017824706	0.0005048	8.2124294e-05	0.00019301998	0.0011627158	0.0018634909	0.025010753
a	0.89809763	0.024836283	0.0146547975	0.0034400634	0.00076354883	0.00034765617	0.0013017184	0.056558236
k	0.6818102	0.26172546	0.02676956	0.004211971	0.00015470486	0.00010687781	0.00026630517	0.024955014
à	0.45627367	0.048519015	0.10328389	0.02420094	0.024759732	0.009044464	0.011694844	0.32222345
j	0.0072753252	0.94230866	0.048464287	0.0006487924	0.00033563512	6.595611e-05	0.00010532161	0.0007959776
o	0.67262805	0.0038807755	0.0104990695	0.004902738	0.008502608	0.0031772286	0.007569151	0.28884038
t	0.0064397734	0.6845755	0.25796437	0.044924892	0.0042836657	0.0007140859	6.284887e-05	0.0010348513
r	0.0044864877	0.10614861	0.57232434	0.03514983	0.029272536	0.0026390401	0.006034368	0.24394484
a	0.0027185245	0.05433865	0.83702046	0.07980328	0.012322908	0.001495931	0.0011049022	0.0111953905
v	0.027018767	0.12864189	0.6292651	0.13014594	0.029957803	0.0059290645	0.0030566696	0.04598478
ù	0.03807573	0.003168821	0.14007059	0.09433959	0.23994182	0.028103866	0.04697893	0.40932068
d	0.00047019197	0.068884164	0.52556884	0.080482535	0.25928125	0.045125518	0.0061572744	0.014030226
i	0.014207197	0.002667883	0.026954664	0.028355153	0.08093477	0.041123025	0.14042905	0.66532826
a	0.013800364	0.012350327	0.089900136	0.6632424	0.083074234	0.11621104	0.0040212935	0.017400159
i	0.0045743426	0.005818162	0.061497357	0.3919208	0.26641858	0.11152021	0.03081141	0.12743911
g	0.002963412	0.0077434606	0.04296414	0.26495364	0.23888837	0.26610026	0.045695856	0.13069084
r	0.007053666	0.0008913918	0.020545052	0.062487993	0.60576737	0.048431836	0.066388965	0.18843377
à	0.0012590867	0.0025627941	0.009332272	0.10023316	0.071160324	0.46356228	0.21644664	0.13544342
f	5.798489e-06	0.0003328865	0.0013883571	0.003413465	0.11215202	0.8285672	0.04527854	0.008861777
u	0.00035033323	0.00025018095	0.0027620224	0.0063352305	0.53858626	0.14565599	0.13974282	0.16631708
t	0.027981345	0.0027449308	0.0057076956	0.038101215	0.018041786	0.5718571	0.24854486	0.08702106
t	0.008176232	0.0039440887	0.026356427	0.019525297	0.12169876	0.11445598	0.2605671	0.44527614
e	0.0010938867	0.0016348695	0.0064731794	0.0124979345	0.007557679	0.17606358	0.2991089	0.49557003
a	0.015117523	0.0018570902	0.0038077333	0.0041283984	0.0027615833	0.07508949	0.71499807	0.1822401
t	0.0014782208	0.0075152623	0.038972143	0.024389468	0.021095775	0.20337501	0.47815403	0.2250201
s	0.00015167987	0.0033882302	0.010174549	0.0041808942	0.13732289	0.17134303	0.32594764	0.34749103
è	0.00025039323	0.0006218279	0.0008210861	0.0006449747	0.001475855	0.07035416	0.7689011	0.15693055
n	4.0674818e-06	0.00044494064	0.0013281585	0.00038885506	0.0049168007	0.039158624	0.9152687	0.038489737
ì	0.0006770358	0.0004989893	0.0009987237	0.00039647226	0.009528183	0.07844524	0.6144236	0.29503176
t	2.1565527e-05	0.000118717915	0.00030283435	0.000101140635	0.0008296205	0.0072055967	0.9319575	0.059463017
t	0.022080922	0.0020820987	0.0016859644	0.0009260711	0.003017412	0.020471357	0.3125222	0.637214
a	0.0029662834	0.0021048205	0.0022301518	0.00081115717	0.0006754849	0.005130046	0.8310925	0.15498957
</S>	0.009921215	0.008926577	0.010952728	0.0051675183	0.0016341654	0.0041919136	0.520704	0.43850183
