 	i	bambini	non	lo	possiamo	non	possono	mangiare	il	gelato	prima	che	mangiano	</S>
a	0.9515972	0.030980667	0.0003597448	0.00015203534	0.0002983443	0.00014395048	0.00016808328	0.00013716437	5.259289e-05	0.003455774	0.00031028403	0.00011525213	0.0009778662	0.011251072
p	0.046908047	0.94422287	0.00086248555	0.0026912668	6.9594076e-05	6.826206e-05	3.86309e-05	0.00024735817	0.0002644229	0.00018742293	0.001063404	6.8604306e-05	7.694126e-05	0.0032307447
e	0.041607503	0.0019949023	0.042089686	0.29743963	0.19351362	0.012023505	0.0191309	0.023257392	0.023924163	0.22986798	0.010784637	0.0023575153	0.014749515	0.08725911
t	0.00014659822	0.98963916	0.008100982	0.0008013214	0.00072364707	0.00012608833	6.640866e-05	4.797362e-05	5.289937e-05	0.00010378838	6.854571e-05	3.0073231e-06	1.09775165e-05	0.00010851296
à	0.0035823653	0.9803506	0.0068199793	0.00141244	0.000271718	0.00032647667	0.00036937153	0.00085950363	0.0005438764	0.0005472954	0.001268031	0.00022862757	0.0002815127	0.0031381734
c	0.00051116414	0.9763455	0.018399492	0.0015814352	0.0007275091	0.000562919	0.00021634494	0.00017519027	0.000106608764	0.00027019635	0.000291225	4.6967147e-05	0.00028599723	0.000479324
i	0.55035764	0.07103051	0.047333226	0.009458631	0.025110165	0.007825695	0.013902956	0.00985604	0.008122223	0.13663232	0.002636822	0.0009026061	0.0064014215	0.11042974
a	0.000556572	0.15109386	0.4184239	0.3255538	0.07278147	0.013474831	0.003527034	0.0022642482	0.0015304622	0.009539335	0.00097299676	0.00011251017	2.6061649e-05	0.00014286171
e	0.0033965202	0.021627082	0.15549003	0.6244164	0.027339416	0.020574825	0.0062383246	0.017704075	0.015485413	0.022640359	0.06623582	0.0051400503	0.0023456358	0.011366029
t	0.0028692014	0.0051186476	0.022069637	0.59153646	0.08676035	0.07709181	0.020673836	0.03656879	0.021607947	0.034829788	0.07752226	0.010530142	0.0041421917	0.008678884
o	0.00082598894	0.023994774	0.04132348	0.20051071	0.18990573	0.06013142	0.15747169	0.07578581	0.028865956	0.019176973	0.016349677	0.012593638	0.034494974	0.13856915
s	0.0008248735	0.0071171536	0.11798987	0.495506	0.22723301	0.07640863	0.018708097	0.016441958	0.008983078	0.019907221	0.0060641104	0.00052136515	0.00097409973	0.003320473
