 	se	vieni	alle	sette	ancora	non	è	pronto	</S>
a	0.8602557	0.014944584	0.0007900536	0.0010025748	0.0052342536	0.00064698997	0.00043609398	0.0073960596	0.10929359
n	0.0059195664	0.011211332	0.027920496	0.009199764	0.028277699	0.0012035094	0.0051425276	0.016944652	0.8941804
è	0.0002837869	0.6028917	0.20089355	0.026579108	0.001465924	0.0040655737	0.0048614014	0.007876789	0.15108217
r	9.891428e-05	0.9910909	0.0062025725	0.0011091463	0.000862649	4.659791e-05	7.8478784e-05	0.0001701038	0.00034060836
t	0.0020180233	0.37100717	0.13885643	0.010697052	0.0051363297	0.0017110383	0.0060582194	0.0073510776	0.4571646
i	7.620508e-05	0.94084936	0.048730142	0.008998699	0.00025898524	0.00036303618	0.0004669966	2.7297338e-05	0.00022927737
s	0.00011094309	0.2879757	0.5686487	0.1014729	0.03983073	0.00035318657	0.00059566257	0.00011428831	0.00089787535
e	0.00042082707	0.14495328	0.43605128	0.062104747	0.007240441	0.01813843	0.024761477	0.02838376	0.2779457
s	0.00037220263	0.13235612	0.6083249	0.179074	0.06883416	0.0017657584	0.0014612722	0.0011077531	0.006703876
i	0.00026418018	0.042739417	0.44302195	0.10877566	0.009079333	0.021312073	0.055203922	0.03609607	0.28350738
t	0.00047193232	0.043651193	0.48890623	0.30387068	0.13259816	0.0048201545	0.005676698	0.0042274883	0.015777506
t	0.00019041328	0.011868935	0.21294051	0.12519827	0.01023316	0.03124176	0.15326943	0.07515555	0.37990195
à	0.00017535742	0.029953538	0.4089609	0.31340486	0.09318579	0.013737427	0.080219015	0.013421971	0.04694111
a	6.899944e-05	0.014552968	0.12401165	0.25681615	0.06391903	0.063958846	0.28131616	0.1479033	0.04745296
n	0.00027759705	0.010891456	0.06405976	0.103890434	0.46774334	0.045409814	0.18994085	0.058118682	0.059668045
k	0.00021877661	0.004118951	0.01849856	0.01887779	0.007903655	0.03936391	0.28373617	0.24993548	0.37734666
ò	0.03642127	0.056875467	0.116370685	0.14048636	0.035771977	0.18884847	0.06021638	0.26027656	0.10473287
r	0.001035882	0.06090305	0.018572565	0.15743867	0.011663303	0.32830504	0.21104452	0.15320088	0.057836127
a	0.052121084	0.06690603	0.073753886	0.042092446	0.24951713	0.10104446	0.028039692	0.12982114	0.25670412
e	0.0031467138	0.018278949	0.026930097	0.030447213	0.07385299	0.19736041	0.26596385	0.3197071	0.06431267
n	3.72659e-05	0.003760517	0.007857881	0.004193288	0.016147928	0.01721563	0.56283957	0.32346535	0.06448253
è	5.9161983e-05	0.00076439715	0.0020362143	0.0010193659	0.0010701084	0.018232439	0.33116177	0.4876056	0.15805091
p	3.7946409e-06	0.0007189154	0.000117897616	0.00018011784	8.703652e-05	0.010578337	0.109933086	0.8672756	0.0111051975
r	0.0020118246	0.0014767443	0.0012002343	0.00029102067	0.0047314707	0.007758853	0.03064206	0.85769486	0.09419301
ò	0.00088681007	0.003683267	0.0005068176	0.00057950313	0.0003150112	0.044658687	0.017294392	0.8140913	0.11798425
n	1.4905483e-05	0.00039271038	9.9336496e-05	7.40163e-05	1.8653029e-05	0.0009899221	0.0037991372	0.97421014	0.02040133
t	0.029398533	0.0030142963	0.005137888	0.00066091644	0.00027140102	0.0021477996	0.0037501934	0.7810605	0.17455843
o	0.0009526637	0.003951763	0.00038526714	0.00035118204	4.3697888e-05	0.007901909	0.0037772194	0.88858855	0.09404781
</S>	0.0007501465	0.035201576	0.012054285	0.014606064	0.0010340803	0.00531947	0.003599941	0.4369403	0.4904942
