 	mi	si	gonfiò	il	dito	</S>
m	0.8065349	0.005628349	0.0065745017	0.0007169075	0.0067704474	0.17377505
u	0.032082435	0.049311906	0.0935577	0.111068875	0.026152542	0.6878265
p	0.18906337	0.44026682	0.17766039	0.010448685	0.007873175	0.17468752
r	0.03313894	0.079766996	0.6162173	0.08925679	0.025359001	0.15626095
ì	0.004000172	0.4826592	0.47541195	0.024024675	0.011663149	0.0022408466
s	0.0039410023	0.31480685	0.46154895	0.12650624	0.07638133	0.016815616
t	0.015031641	0.08954006	0.5639775	0.03280358	0.06030867	0.2383385
i	0.0029825305	0.08621387	0.8485973	0.051904462	0.009630059	0.0006718352
t	0.0060898075	0.0067758774	0.619688	0.23482428	0.12251469	0.010107401
o	0.00035664294	0.017732609	0.14364286	0.44451207	0.16656014	0.22719571
d	0.005960309	0.003294778	0.36052805	0.25942874	0.34082928	0.029958853
à	0.0018179336	0.0066897594	0.071078494	0.59614915	0.073168926	0.25109568
t	0.00017543456	0.00018408947	0.10154994	0.06790678	0.8038065	0.02637724
t	0.011600825	0.003601814	0.2415654	0.054425016	0.34781936	0.34098753
i	0.0013398879	0.0021681348	0.31361458	0.09495993	0.56287897	0.02503855
l	0.0065797595	0.0011248636	0.0192851	0.016849598	0.89852273	0.057637986
o	1.0092096e-05	0.00040752857	0.00048214267	0.02654557	0.9619809	0.01057377
</S>	0.0041290335	0.0020395298	0.034375276	0.0047638463	0.8228564	0.13183586
