 	il	muro	vuole	uno	specchio	</S>
o	0.7862038	0.15655963	0.0018825993	0.00038274415	0.015151353	0.03981994
t	0.774335	0.17526719	0.00053452095	0.0010580603	0.0016639181	0.047141314
ì	0.001015266	0.6372056	0.19151388	0.0012955695	0.018375425	0.15059413
c	0.015662983	0.9561059	0.026961863	0.00010430423	0.0007897583	0.000375245
h	0.23059516	0.44571927	0.16726026	0.0041708783	0.0076196073	0.14463481
o	0.043418143	0.24590626	0.71017337	0.0002257393	6.125194e-05	0.0002152974
t	0.015826777	0.2781349	0.58346176	0.10476061	0.0033107684	0.014505181
è	0.0015868271	0.19737919	0.4738118	0.007851751	0.016012518	0.30335793
l	0.00078333676	0.4255342	0.5267859	0.014748222	0.01898683	0.013161461
i	0.00020345506	0.16135524	0.73411447	0.011741827	0.021421736	0.07116323
n	0.0022515175	0.0014984901	0.14962183	0.80511004	0.035451684	0.006066501
a	0.001596474	0.02341397	0.16884091	0.048024848	0.06052295	0.6976009
n	0.015194741	0.005244787	0.026947351	0.7780859	0.11087165	0.06365554
g	0.0010606362	0.024184097	0.040134393	0.073170334	0.16669856	0.6947519
h	0.023872357	0.010832848	0.5569005	0.018121582	0.055116296	0.33515644
i	0.13462658	0.016639033	0.6659363	0.021029137	0.013666014	0.14810294
a	0.12288812	0.0034726653	0.035299852	0.4979822	0.13122167	0.20913543
l	0.00043264424	0.0037881015	0.0062799975	0.45540053	0.42979953	0.10429924
ì	5.7546466e-05	0.0023508351	0.0015635302	0.031119682	0.90596527	0.058943145
</S>	1.998381e-05	0.006889929	0.0056525976	0.012522515	0.8966918	0.07822319
