 	avete	cucinato	le	verdure	</S>
e	0.9904193	0.00022665344	9.026302e-05	0.0004076046	0.008856092
m	0.9576761	0.013175886	0.0002920506	0.0020011745	0.026854757
a	0.001326415	0.0026893313	0.03174994	0.75654334	0.20769091
r	0.8337351	0.16337118	0.0014027719	7.6341355e-05	0.0014146466
è	0.3147959	0.49057496	0.01257418	0.036170233	0.14588475
s	0.41248325	0.20667598	0.13847312	0.023423228	0.21894445
s	0.055002797	0.3276824	0.0235452	0.07889622	0.5148734
a	0.07342687	0.54224	0.10445717	0.10023847	0.1796375
t	0.055904716	0.022734331	0.11156887	0.14062268	0.6691694
o	0.009107664	0.0043840935	0.09628115	0.28714678	0.6030803
t	0.05603487	0.007746507	0.040673267	0.11632151	0.77922386
a	0.008967054	0.002690134	0.09466817	0.44532654	0.44834805
l	0.023200653	0.0030470826	0.01313133	0.14430165	0.8163193
à	0.0017903171	0.0003761609	0.06730332	0.723394	0.2071363
c	0.0034805709	0.00034964184	0.01519316	0.51458985	0.4663868
h	0.0039306465	0.0016817315	0.030399721	0.58103824	0.38294968
a	0.0072704987	0.0015120821	0.0014338897	0.57406455	0.41571894
n	0.009096374	0.0014073156	0.0007719142	0.103636324	0.8850881
a	0.0066273133	0.00629006	0.00405626	0.1689948	0.81403154
</S>	0.0071398183	0.0018574101	0.00031126256	0.01837609	0.9723154
