 	sono	stato	sempre	poveretti	</S>
ì	0.98186296	9.291641e-05	0.00024241435	0.00092929264	0.016872471
m	0.9232365	0.0014292425	0.004418107	0.021729913	0.049186334
e	0.05003244	0.10345501	0.004655773	0.02604229	0.81581444
s	0.39649346	0.5731472	0.02086728	0.00066993694	0.00882219
t	0.028973931	0.353164	0.025210455	0.011573618	0.581078
a	0.009340037	0.9417333	0.027406765	0.0066087055	0.01491118
m	0.003690125	0.6401301	0.2761543	0.021240268	0.058785237
m	0.0013992474	0.11791209	0.0447333	0.061259553	0.7746958
è	0.10817844	0.40929756	0.34103575	0.05793832	0.0835499
n	0.19830549	0.082308725	0.6128182	0.054501776	0.052065853
a	0.015877416	0.2071737	0.37313962	0.1608192	0.24299006
p	0.00077040377	0.028092112	0.9084924	0.02892541	0.03371981
à	0.0012148137	0.036827125	0.19023925	0.22667027	0.54504853
n	0.00022716918	0.0030401568	0.58948976	0.2757099	0.13153295
t	0.0013932728	0.018787777	0.13102162	0.36897907	0.4798183
a	0.00917699	0.020923167	0.33345157	0.5080719	0.12837636
t	0.0005942725	0.010854198	0.03422192	0.7960285	0.15830109
e	0.0012140323	0.0035075461	0.01101808	0.41822347	0.5660369
c	0.000723684	0.006165068	0.011345462	0.8345507	0.1472151
h	0.0020487518	0.047179703	0.011455083	0.33871305	0.6006034
ù	0.0027340678	0.0036081886	0.011534009	0.8697203	0.11240342
d	0.0030221115	0.0020968302	0.015245928	0.7527967	0.22683841
d	0.0061015445	0.026935812	0.01865348	0.60996133	0.33834782
h	0.0098549705	0.0045320825	0.004609893	0.82379776	0.15720536
i	0.019441454	0.11695616	0.045716204	0.5426835	0.27520278
</S>	0.002820688	0.008476638	0.009074682	0.6648456	0.31478247
