 	le	melanzane	vogliono	ee	girate	</S>
t	0.6892663	0.0229153	0.007698184	0.0035552906	0.003992071	0.27257282
e	0.52318347	0.23577686	0.0719937	0.014429607	0.005757634	0.14885868
s	0.65505886	0.30930042	0.007499397	0.0025282095	0.0013554513	0.024257654
m	0.017311003	0.41998318	0.26143786	0.07165228	0.010897098	0.2187186
a	0.7992809	0.06340113	0.037289146	0.011425358	0.04425317	0.0443503
r	0.048419915	0.9250646	0.0118624475	0.0018380717	0.0007719277	0.012043033
a	0.009759619	0.38267326	0.31837416	0.06632099	0.017215887	0.20565614
n	0.0048958934	0.9489969	0.028275771	0.004167178	0.0014828847	0.012181353
g	0.0025268344	0.24354549	0.47086623	0.07243114	0.015201443	0.19542891
i	0.043111257	0.2512027	0.25763196	0.0438281	0.3145024	0.08972362
à	0.0116090365	0.7566019	0.17775734	0.021195777	0.004337409	0.0284985
n	0.00023466237	0.0729016	0.57030195	0.14808321	0.057288878	0.15118966
e	0.0013506539	0.09544209	0.49061558	0.06924277	0.079490565	0.26385826
t	0.0032502327	0.11174169	0.5651563	0.3005378	0.0056051086	0.013708802
è	0.00096042047	0.007179746	0.60097826	0.1616253	0.020341381	0.20891485
l	6.250951e-05	0.002362288	0.5699639	0.35994098	0.03181719	0.035853054
u	0.0001565798	0.0068910723	0.30570436	0.07849341	0.120545916	0.48820865
n	0.0025022938	0.00532807	0.12407087	0.7847086	0.047205593	0.036184587
e	0.0021381024	0.0062928144	0.14335464	0.40176994	0.044215247	0.40222922
e	0.0048721205	0.0063347	0.028966187	0.71214324	0.1279195	0.11976424
e	0.00068380893	0.03742193	0.030448167	0.71687555	0.0888845	0.12568605
v	0.00037665898	0.022725249	0.031913448	0.7625269	0.06796622	0.11449149
o	0.00719222	0.02137832	0.08391194	0.16566563	0.17071588	0.55113596
t	0.0017420984	0.0031718963	0.007519856	0.07064026	0.68088865	0.23603725
i	0.00031487682	0.0029346824	0.018755592	0.24784279	0.20001768	0.5301344
m	0.00045955688	0.0027136065	0.011804412	0.0683948	0.6185462	0.2980814
m	0.007501093	0.01675719	0.0071731117	0.06416671	0.28421187	0.62018996
è	0.00187099	0.00027518286	0.0016141791	0.018838929	0.81893754	0.15846317
n	0.016381495	0.0026970229	0.0046191453	0.016992943	0.56626755	0.39304188
e	0.063685134	0.011810419	0.004645706	0.014336433	0.5319562	0.37356615
</S>	0.005175115	0.009291695	0.018399311	0.033479705	0.516356	0.41729814
