 	sicuramente	stanno	ancora	svegli	</S>
s	0.97426933	0.00777546	0.0017891779	0.0035884595	0.012577586
i	0.99374676	0.0013901436	0.00026559999	8.219434e-05	0.0045152926
k	0.86095583	0.021016609	0.040782996	0.006482463	0.07076195
u	0.7776319	0.09642872	0.048505746	0.007824944	0.06960865
r	0.98224974	0.009196195	0.003362069	0.00042634417	0.0047656503
a	0.72175425	0.050145093	0.0017628163	0.0008920646	0.22544579
m	0.4939008	0.24778965	0.21838473	0.01381721	0.026107661
è	0.62422097	0.13500085	0.05673643	0.011241862	0.17279986
n	0.068324514	0.83542883	0.03205914	0.0029344691	0.061253108
t	0.21440195	0.33323696	0.04400419	0.005676978	0.40267992
e	0.062959954	0.7329757	0.1835108	0.015094733	0.0054588383
s	0.049503542	0.57070655	0.3638874	0.010325949	0.00557647
t	0.029798597	0.19250214	0.0034848324	0.0016980865	0.7725163
è	0.03742364	0.82839346	0.11377893	0.011792268	0.008611723
o	0.010782354	0.6462565	0.27831513	0.041420985	0.02322501
n	0.020255271	0.14152858	0.7148579	0.08197985	0.041378383
e	0.021545965	0.029869622	0.0025697695	0.0062618786	0.93975276
a	0.030521348	0.068286516	0.8078097	0.07082627	0.022556202
n	0.030700728	0.02852288	0.25526208	0.30353463	0.38197967
k	0.013305978	0.005338804	0.0010122804	0.0029389574	0.977404
ò	0.84404266	0.09354232	0.01375524	0.004967585	0.043692224
r	0.4108539	0.51690793	0.014713538	0.0055292547	0.051995378
a	0.40966296	0.079801485	0.47480786	0.012358156	0.02336957
a	0.30031392	0.06293676	0.57771677	0.03356944	0.025463112
t	0.02346329	0.0195939	0.08762755	0.7183355	0.15097974
s	0.008979036	0.001386175	0.0005587087	0.0043559885	0.9847201
ù	0.09199517	0.039403055	0.0680592	0.6298918	0.17065072
n	0.0007191945	0.003100744	0.0036384405	0.8921448	0.10039692
n	0.04203806	0.0067382813	0.006496453	0.11846297	0.82626426
i	0.35151207	0.10881695	0.013272469	0.101153634	0.42524487
t	0.008738194	0.01810456	0.02264007	0.8303743	0.1201429
i	0.044231493	0.0012228219	0.0011890238	0.21206126	0.74129534
</S>	0.2752055	0.06510983	0.009262727	0.09753601	0.55288595
