 	vado	cercando	un	forno	che	fa	rustici	</S>
p	0.9851923	0.0034440723	0.0004094136	0.00029050867	5.3197586e-05	0.0002909853	0.0013691201	0.008950371
à	0.7923084	0.07372695	0.037482597	0.025418174	0.0064040604	0.010426389	0.0050104326	0.04922301
o	0.953295	0.04353506	0.00080200797	0.00014789328	3.1919444e-05	0.00010845476	0.00033999918	0.0017396415
c	0.17848492	0.6997382	0.063554294	0.0285544	0.0038916073	0.00063490646	0.0006639646	0.024477744
e	0.026203638	0.3614725	0.19496696	0.08185198	0.013982247	0.008293692	0.0064669247	0.30676207
r	0.03777105	0.89160293	0.06412463	0.0044215485	0.00029155653	0.000101717575	9.538028e-05	0.0015911344
k	0.026188182	0.32217982	0.19702141	0.04619981	0.011871821	0.023687813	0.006952034	0.36589912
è	0.22875716	0.7167315	0.015927373	0.0027568468	0.0011266078	0.0049925908	0.019984975	0.009723036
o	0.009546547	0.843554	0.104113095	0.007715915	0.0012877642	0.004254064	0.014837286	0.0146913165
n	0.007075509	0.3715639	0.3061845	0.06342442	0.009782135	0.056944393	0.057037003	0.12798811
t	0.0036527556	0.020807505	0.19942817	0.032538995	0.0048816195	0.042610455	0.03640127	0.65967923
a	0.0018963106	0.014968463	0.7982518	0.16091257	0.012901253	0.003706025	0.0005059467	0.006857658
è	0.0045537837	0.0330984	0.56258976	0.3702402	0.016376428	0.0048426953	0.0019725491	0.0063261506
n	0.002050214	0.0012924313	0.31260633	0.45697302	0.064403005	0.08514515	0.04965097	0.027878856
a	0.0011994757	0.0051245196	0.39921525	0.2604836	0.021368137	0.026037788	0.012695797	0.27387547
f	0.0037123905	0.012618546	0.06365626	0.7663191	0.105861016	0.04255325	0.0019120831	0.0033673614
ù	0.004522722	0.005345683	0.04620789	0.09140294	0.0139090745	0.103460655	0.018170841	0.7169802
r	0.00086764724	0.0023681244	0.033452027	0.19568329	0.023244979	0.5659673	0.11782528	0.060591303
n	0.004716796	0.007505241	0.044558752	0.038602162	0.006071574	0.086130485	0.07892012	0.73349494
o	0.023732059	0.006105584	0.021319972	0.19658409	0.09072423	0.58662146	0.041176256	0.03373636
k	0.023392197	0.046603244	0.021311518	0.18807895	0.12387595	0.48647192	0.047068797	0.063197434
a	0.014947597	0.05093889	0.062380332	0.25138462	0.07048242	0.047576226	0.052810848	0.44947907
k	0.032106373	0.08425129	0.016831096	0.072441444	0.056195494	0.5602867	0.093044646	0.08484295
à	0.012277237	0.034133047	0.027479483	0.096847676	0.036193993	0.07859189	0.08708476	0.62739193
n	0.00013270004	0.0005647006	0.0005368407	0.0014501086	0.0009949898	0.74760973	0.19093004	0.057780884
n	0.0061358586	0.008092185	0.0014794924	0.0020533744	0.0024006243	0.022607647	0.30003312	0.6571977
i	0.08824929	0.010306132	0.0020495635	0.0042443443	0.007619759	0.3305584	0.3628634	0.19410911
r	0.03401169	0.04919995	0.013279446	0.014276688	0.0065265275	0.1397596	0.47316736	0.2697788
ù	0.0033138846	0.011398287	0.010723673	0.0089935055	0.0034109233	0.04344496	0.09845697	0.82025766
s	0.00010592347	0.0005367636	0.0005029422	0.00041030627	0.00017731603	0.22231033	0.63468415	0.14127226
t	0.010925399	0.008332796	0.0018581742	0.0013086314	0.0011005854	0.010998243	0.29321644	0.67225975
i	0.02336277	0.0036378196	0.0012115354	0.0010124699	0.0013878167	0.038867068	0.6065904	0.3239301
k	0.034396827	0.034112163	0.01016019	0.008378604	0.002751931	0.022690076	0.5756527	0.31185755
u	0.02212243	0.07557242	0.019198373	0.008566683	0.0039546546	0.009547679	0.31734782	0.5436899
</S>	0.028887875	0.0394855	0.008151153	0.0056434902	0.0014242345	0.015544773	0.54824185	0.35262114
