 	lo	sentii	che	viene	</S>
t	0.7546839	0.08604805	0.00010185817	0.007550481	0.15161566
o	0.85313886	0.07377899	0.0028682412	0.002476517	0.06773744
n	0.94552034	0.033164904	0.00049763324	0.00032655135	0.020490682
ì	0.017057814	0.8616276	0.03164078	0.011948524	0.07772534
k	0.010820245	0.976534	0.0018378029	0.00927713	0.0015307651
u	0.7172974	0.03922564	0.0030104625	0.027185114	0.21328127
s	0.09439104	0.26682863	0.29306203	0.27956286	0.066155426
a	0.032501895	0.24953623	0.26266283	0.038394302	0.41690475
n	0.098858446	0.0139386235	0.115119286	0.6163561	0.15572758
a	0.0074642287	0.024429223	0.22043954	0.1921992	0.5554678
r	0.101088926	0.001573166	0.028754221	0.73866856	0.12991518
t	0.0061340653	0.020486195	0.057878084	0.3366927	0.57880896
i	0.058267273	0.0019724595	0.049735654	0.739244	0.15078066
</S>	0.037373994	0.0008868288	0.0027136623	0.8015007	0.15752485
