 	i	bambini	non	possono	mangiare	non	possono	mangiare	il	gelato	prima	di	mangiare	</S>
a	0.9408394	0.03971464	0.00017134342	0.0004240321	0.00029459115	0.00019633138	0.00018981493	0.00015370363	5.8745314e-05	0.0034003623	0.0002803876	0.00029618564	0.00084504916	0.0131353885
p	0.058558416	0.9325489	0.0010769637	0.00027842994	0.0008563288	6.596711e-05	3.6307996e-05	0.00026572988	0.00027788428	0.00020244563	0.0010122885	4.2814663e-05	7.27084e-05	0.0047048996
e	0.03898155	0.0029695686	0.033243846	0.36213344	0.1346883	0.01373197	0.024081843	0.024579892	0.024442164	0.22723247	0.019678753	0.00259492	0.010810086	0.080831215
t	0.0001495715	0.9841776	0.008642148	0.005875128	0.00060077594	0.00010843891	6.200444e-05	4.5184923e-05	4.897364e-05	9.204943e-05	5.936026e-05	2.0813447e-06	7.824865e-06	0.00012885731
ì	0.002618945	0.9782873	0.0061375266	0.0021984265	0.0031789443	0.00026889547	0.00031001758	0.00084626366	0.0005175001	0.00044310966	0.0010430571	0.00026826563	0.00018787832	0.0036937976
a	0.00046624217	0.97620785	0.016838845	0.003873086	0.00088591117	0.00043895954	0.00015510542	0.00013779818	8.2214574e-05	0.00017239695	0.00019034964	3.6544658e-05	0.00014874592	0.00036586696
e	0.006120572	0.35865626	0.4625623	0.059400912	0.03540938	0.008388624	0.002234854	0.005255417	0.0048156423	0.0355357	0.017372254	0.0005503096	0.00043823113	0.003259592
s	0.0073938803	0.06215572	0.27038786	0.15398487	0.25820103	0.021271307	0.007028367	0.02462094	0.019780794	0.035704296	0.10060178	0.0063173645	0.005867805	0.026683988
ò	0.00044597997	0.01619936	0.011158413	0.42420816	0.28515756	0.007599231	0.05009073	0.020438343	0.009602536	0.008595173	0.0039012688	0.015609229	0.038266674	0.108727336
z	0.00032616258	0.20307265	0.28843224	0.3548867	0.10284737	0.027605794	0.0077176807	0.003775934	0.0015128631	0.00280975	0.002215207	0.0005634628	0.0011129178	0.0031212135
u	0.009218445	0.026312346	0.18285634	0.31085873	0.064806476	0.009590302	0.025311023	0.014072036	0.011382663	0.1808566	0.0052146493	0.0018025264	0.011734549	0.14598334
n	0.00029249743	0.0029576514	0.06805468	0.3032337	0.3689851	0.12726125	0.05189196	0.04252877	0.014230259	0.016750673	0.0024251328	0.0009972639	0.00010373826	0.00028734544
e	0.0005415444	0.0060890615	0.010638863	0.33559236	0.43574807	0.015300318	0.046819102	0.037254237	0.019551944	0.015164941	0.010372942	0.008110909	0.005602241	0.05321347
f	0.0013096742	0.0011141466	0.0074898023	0.2027515	0.49693638	0.15814842	0.05466163	0.036872163	0.012222066	0.020366473	0.0039768554	0.00107259	0.000497986	0.002580325
à	0.00023286181	0.0029809296	0.0027989147	0.1806494	0.60439235	0.017673723	0.061496984	0.0384155	0.015232426	0.010214666	0.0068444605	0.007982282	0.009805041	0.04128053
i	7.267879e-05	0.00091451814	0.0047468315	0.22523402	0.4151299	0.18034296	0.118525624	0.026271394	0.005185255	0.0019120529	0.0022285536	0.006405348	0.006814297	0.0062165232
e	0.0004595772	0.00048134621	0.0037684552	0.050201863	0.5374445	0.21030816	0.06828339	0.05794185	0.017350292	0.034855224	0.012177491	0.003179489	0.0009475617	0.0026007635
s	0.0010452354	0.0015337629	0.002055865	0.0076344963	0.44892812	0.16393945	0.08623185	0.11547387	0.036230635	0.041154373	0.06683105	0.01636681	0.00509113	0.0074833985
ò	0.00010364948	0.0017074152	0.0004071937	0.038843952	0.46041054	0.025066556	0.23095776	0.0588242	0.016540788	0.00774133	0.0036314419	0.027169196	0.048943277	0.07965266
z	9.545603e-05	0.0006339138	0.0005968993	0.020787442	0.20569523	0.2579423	0.38991627	0.06291999	0.009773066	0.003894389	0.0020137862	0.020321023	0.015794342	0.009615862
u	0.0012583402	0.00028788438	0.003119853	0.12605695	0.22674245	0.04956406	0.15411392	0.033718426	0.015628183	0.16174984	0.0042424374	0.0055350023	0.07100895	0.14697367
n	0.0005363908	0.00017553662	0.00030534805	0.0018445586	0.051019732	0.12735642	0.17528112	0.38001564	0.2044601	0.031034997	0.012755931	0.012562697	0.0017813486	0.0008702652
f	0.00045269614	0.0016669135	0.00057253125	0.00810637	0.20773038	0.026741292	0.31650656	0.1514957	0.05260119	0.03398735	0.012117233	0.037725385	0.04872369	0.10157272
à	4.2457843e-05	0.00019900796	0.00031551495	0.007767506	0.057740882	0.07610611	0.5880158	0.19198371	0.036313474	0.003687409	0.0034266417	0.0042972094	0.006688583	0.023415642
i	2.1658718e-05	0.0001588081	0.00034321108	0.0031241635	0.039381277	0.10578624	0.4118374	0.30670518	0.063817285	0.0019302263	0.0035957834	0.03242758	0.023611372	0.007259756
o	0.00033405065	0.000330798	0.0011291523	0.0031394998	0.035691172	0.10854958	0.22706808	0.42549968	0.10908361	0.046039052	0.013070716	0.0223673	0.003615266	0.0040820627
g	0.00053112034	0.0010731075	0.0013458858	0.0020910976	0.027926594	0.03858189	0.11956364	0.42197126	0.15364118	0.06499341	0.07387489	0.067602314	0.017555645	0.009247955
e	0.0074305385	0.0010130896	0.0011685258	0.008089762	0.20769235	0.027448812	0.13464986	0.08909978	0.050656967	0.25575215	0.02655548	0.019087834	0.051563505	0.119791366
l	0.00044796805	0.0005740674	0.00087741186	0.003449115	0.010316333	0.024244446	0.12109392	0.49876204	0.23781061	0.01238796	0.011988425	0.036978185	0.030108415	0.010961119
à	4.0444862e-05	0.00032978214	5.6940742e-05	0.0014044462	0.013849825	0.0035585577	0.22686562	0.10440233	0.040347304	0.009623952	0.0037906524	0.16971368	0.33446172	0.091554716
o	1.1296662e-05	0.0001396407	0.0001164041	0.0033942275	0.0035157988	0.011261246	0.32071605	0.15524857	0.054597043	0.001880316	0.0016941471	0.15166062	0.26452655	0.031238165
p	5.842488e-05	0.00041132982	0.00083279796	0.0057020173	0.008982073	0.011491095	0.12907432	0.3761676	0.21168631	0.02728449	0.009433513	0.09860113	0.09691553	0.023359327
r	0.017065383	0.001058045	0.0031876815	0.0028700912	0.011779376	0.00869908	0.045807913	0.059516966	0.041050475	0.62903017	0.033009216	0.0065223905	0.04745731	0.09294589
ò	0.00030334143	0.0004813455	0.00052149943	0.012391685	0.0065864106	0.005828729	0.08533221	0.21703702	0.22379874	0.002501825	0.005645342	0.026896205	0.30755034	0.105125345
p	8.152697e-06	0.00011750216	0.00015773208	0.002828566	0.0011804269	0.001066258	0.02085993	0.020967273	0.029734245	0.003906322	0.0019323021	0.07560144	0.7856956	0.05594425
p	0.0035851717	0.00063051796	0.0024304984	0.0028673685	0.0023428595	0.0027897176	0.023559276	0.024524746	0.018405396	0.27757877	0.0072975717	0.013376707	0.30246225	0.31814915
i	0.015691245	0.0011379964	0.00047339642	0.016823784	0.0022128928	0.0038990676	0.35680255	0.068218574	0.052316472	0.002114485	0.0013612997	0.0356583	0.2254968	0.21779309
f	0.002623069	0.0029640386	0.0017885783	0.03395464	0.0131805735	0.012040863	0.1385558	0.167734	0.18533142	0.0027386772	0.00869521	0.029000845	0.29796892	0.1034234
à	0.022527214	0.0013730227	0.005127952	0.0069282013	0.0044716387	0.003368739	0.018429467	0.034300502	0.028424565	0.31178603	0.008304245	0.01013744	0.21848279	0.3263382
i	9.62429e-06	5.785163e-05	8.9442874e-05	0.0030281993	0.0007938446	0.00070490886	0.011387995	0.006061261	0.008074913	0.0005028953	0.00044743708	0.015678355	0.88148206	0.07168117
</S>	0.00017299765	0.00075888046	0.0016080904	0.018930335	0.012146871	0.005129793	0.029049708	0.030061098	0.03235627	0.010208109	0.0026113936	0.009599302	0.7109072	0.13645995
