 	le	melanzane	vogliono	girate	</S>
i	0.6980901	0.02556308	0.007739192	0.0044833445	0.26412436
m	0.9416662	0.041381482	0.00053813605	0.00025502304	0.016159154
a	0.0057640164	0.6668762	0.06851866	0.07502175	0.18381944
r	0.090021685	0.9013199	0.003856778	0.00022439637	0.004577256
a	0.1157856	0.615253	0.11637897	0.0062418263	0.14634061
n	0.038524345	0.90104777	0.023948373	0.004107604	0.032371957
g	0.008193866	0.49277735	0.29014626	0.0144858165	0.19439666
i	0.04282938	0.12554553	0.2028297	0.5388617	0.08993366
à	0.032677308	0.75322276	0.1385822	0.012074433	0.063443325
n	0.00021128124	0.12420637	0.6129023	0.07079618	0.19188382
e	0.0013298099	0.17427532	0.409491	0.120259024	0.2946449
i	0.0053569158	0.26172465	0.6698234	0.024311619	0.038783386
t	0.0014414958	0.07306344	0.7406678	0.042755287	0.14207205
è	0.0006085125	0.0038561788	0.694584	0.06364859	0.23730262
l	5.9422313e-05	0.0015301704	0.8781832	0.061330196	0.05889698
u	0.00012604684	0.004306845	0.4731096	0.12994654	0.3925109
n	0.006110508	0.012437193	0.16303587	0.43494686	0.38346955
e	0.0020989117	0.0057573095	0.10588339	0.1597886	0.72647184
v	0.0043436913	0.0063138586	0.01924046	0.6744588	0.29564324
o	0.013058207	0.0458157	0.04578822	0.28907356	0.60626435
t	0.003983511	0.0032231351	0.007484857	0.69435257	0.29095587
i	0.00032084665	0.0054342346	0.026941918	0.30251065	0.66479236
m	0.00062169094	0.0041038725	0.009853772	0.61287326	0.37254745
m	0.007269345	0.025689937	0.009064464	0.2968026	0.66117364
è	0.0019693614	0.0003212565	0.002419733	0.8114469	0.1838427
n	0.02746537	0.0036306654	0.007317546	0.44847873	0.5131077
e	0.07249444	0.0118680615	0.0048002913	0.51090604	0.39993122
</S>	0.008996585	0.016397763	0.025548989	0.31886742	0.63018924
