 	credo	che	stanno	ancora	svegli	</S>
p	0.98563516	0.0037634873	0.0007414539	0.00053582044	0.00096576085	0.008358362
i	0.4780327	0.10419157	0.026738977	0.08663672	0.034011368	0.2703886
s	0.9894819	0.0032692864	0.0032065052	0.0007228831	3.6430796e-05	0.0032830853
t	0.29572687	0.08882608	0.06964911	0.03796911	0.009091211	0.49873766
è	0.43697438	0.49611375	0.017719297	0.044207405	0.0029387136	0.0020464596
o	0.57594097	0.23933558	0.053603843	0.09847411	0.015885392	0.016760118
k	0.041791897	0.5333828	0.04570715	0.31984577	0.019454906	0.03981747
a	0.027104953	0.12686022	0.18868564	0.10435998	0.045584694	0.50740457
s	0.042329334	0.050174642	0.83513665	0.048844527	0.004286862	0.01922799
t	0.006747611	0.005961513	0.12619649	0.00609518	0.003515891	0.85148335
è	0.1329123	0.11066834	0.58318	0.1411911	0.021520376	0.010527818
o	0.020687198	0.0045588985	0.58684987	0.26803783	0.08710334	0.032762945
n	0.019145584	0.01409428	0.17674151	0.5593463	0.13034943	0.10032291
e	0.0023259423	0.0002387812	0.0381267	0.0027879914	0.009380174	0.94714046
a	0.07092132	0.00816367	0.102931954	0.6963801	0.08337309	0.038229838
n	0.01578226	0.006145217	0.029027356	0.2245574	0.25925127	0.4652365
k	0.0012904801	0.00012073546	0.007891222	0.001342682	0.0047090678	0.9846458
ò	0.54333186	0.03456232	0.2853524	0.041538395	0.012027278	0.083187744
r	0.53645676	0.03334998	0.3948363	0.0042678057	0.0015951596	0.029493883
a	0.088335745	0.018599287	0.073811635	0.7504665	0.017357733	0.05142922
a	0.12744676	0.048524093	0.026012663	0.73258686	0.040297464	0.025132133
t	0.013572515	0.009172471	0.01561825	0.08686803	0.69589293	0.17887586
s	0.00089809514	0.00012691191	0.0019436576	0.0006305163	0.0048413244	0.99155945
ù	0.13146186	0.0074511883	0.03294838	0.07810943	0.5798417	0.17018741
n	0.0014352013	2.7814911e-05	0.0040638307	0.0032857065	0.90746623	0.08372126
n	0.0075767743	0.0013330736	0.006871797	0.010278001	0.124171905	0.8497684
i	0.36039934	0.036641937	0.09721335	0.01213346	0.09870423	0.39490765
t	0.0108853895	0.0023906508	0.012853405	0.021332119	0.81592286	0.13661562
i	0.0018870425	0.0006852611	0.0019145448	0.0012316938	0.24677414	0.74750733
</S>	0.12625095	0.015287246	0.065283366	0.013029195	0.108708575	0.67144066
