 	ora	che	loro	non	vengono	più	</S>
à	0.9943117	0.00022777781	0.00033210448	3.6229834e-05	5.7741276e-05	0.00055878685	0.0044756443
r	0.9238662	0.007912585	0.015447769	0.0012879374	0.0024596413	0.013602207	0.035423752
t	0.15176632	0.21160206	0.08122179	0.0050721955	0.0060139108	0.0029060247	0.5414177
e	0.60794455	0.3253929	0.06301165	0.001419271	0.00063049595	6.399465e-05	0.001537126
k	0.09422654	0.8121234	0.08902579	0.0023098039	0.0005191917	6.309388e-05	0.0017321679
a	0.014037955	0.24473675	0.41958162	0.026504975	0.0150232	0.0061276304	0.2739879
c	0.03487795	0.09541113	0.8399123	0.019775763	0.0055281715	0.00076698046	0.0037276354
ì	0.0131492205	0.07049102	0.56805336	0.029194891	0.017527303	0.0066964775	0.29488763
n	0.007883792	0.017295633	0.7516915	0.11817908	0.07015822	0.013281613	0.02151017
i	0.0012307686	0.01016833	0.7305557	0.05412731	0.03179784	0.024742443	0.14737764
e	0.0022719074	0.010468025	0.26746833	0.5245381	0.18513201	0.0057702023	0.004351512
n	0.003182918	0.013790911	0.015254873	0.33415267	0.2760997	0.047740724	0.30977824
è	0.0032214394	0.00032822002	0.0123024555	0.040763255	0.60262406	0.039718416	0.30104205
r	0.000846934	3.263573e-05	0.02792362	0.13163061	0.795997	0.03561068	0.007958573
k	0.00014281874	0.0001876107	0.13375577	0.22547503	0.43279502	0.07821833	0.12942547
o	0.0004278345	0.00025708176	0.032283235	0.37891027	0.49679917	0.087602615	0.0037198442
t	0.004579367	0.007075435	0.005553668	0.16730689	0.63568425	0.12817757	0.051622808
t	0.0006721478	0.0008004639	0.0073643625	0.025638489	0.3460104	0.06895575	0.5505584
e	0.001448286	0.002152062	0.0054475865	0.07836517	0.28581873	0.25870448	0.3680637
p	0.0018050089	0.0036455574	0.00537937	0.01181209	0.09226974	0.7193585	0.16572969
l	0.004241862	0.0094041275	0.027941741	0.035720415	0.15361878	0.10498253	0.6640906
è	4.3751315e-05	3.237454e-05	0.002389967	0.0063562496	0.290146	0.6382588	0.062772885
o	5.879887e-05	3.700259e-05	0.0038071738	0.0026615823	0.13890205	0.80163467	0.052898653
</S>	0.0010758068	0.00072165724	0.018793268	0.009111504	0.14807503	0.6433669	0.17885582
