 	non	ha	che	li	aspettiamo	</S>
e	0.42323583	0.11081632	0.0003387816	0.00096943724	0.0032269738	0.46141267
n	0.41682938	0.06403937	0.1798119	0.0604715	0.027372142	0.25147572
è	0.29795465	0.49074095	0.09679507	0.059293374	0.0045195636	0.05069629
n	0.40405053	0.56206065	0.0033028766	0.007366471	0.0084121	0.014807393
a	0.3666388	0.36725998	0.2182031	0.018740343	0.0026600938	0.026497649
t	0.0052712504	0.33418235	0.3687428	0.04186077	0.029498242	0.22044456
u	0.025158627	0.15460372	0.47691652	0.13941625	0.011577655	0.19232728
s	0.0076960223	0.012488321	0.047966655	0.5437844	0.1704134	0.2176512
m	0.15931691	0.04931825	0.15051772	0.22744213	0.033445075	0.37995985
ì	0.010767857	0.07464864	0.033149373	0.6171539	0.23224138	0.03203884
n	0.012460232	0.01383473	0.0012735073	0.46186036	0.28989825	0.22067298
o	0.004299994	0.002648359	0.008878919	0.8492378	0.098271355	0.03666355
m	0.0055666347	0.0076991846	0.0018263027	0.30345616	0.4059701	0.27548158
e	0.026053375	0.008754613	0.03719364	0.71050054	0.1687022	0.048795607
</S>	0.009293169	0.014239642	0.0033122164	0.12937255	0.42896107	0.4148213
