 	le	canzone	si	scrivono	alla	notte	</S>
a	0.9210954	0.015824044	0.00034502652	0.0009785419	0.002778397	0.0041094227	0.05486927
t	0.6536148	0.2346386	0.006721354	0.00031942464	3.9924118e-05	0.0007514573	0.103914484
r	0.0006116811	0.30639014	0.04289418	0.4310387	0.01241096	0.011054112	0.19560024
a	0.13447148	0.855669	0.0075716167	0.0011984837	2.39813e-05	2.604131e-05	0.0010394113
ù	0.051349413	0.8691775	0.06961102	0.0031433848	0.00021310218	0.00020320006	0.006302299
d	0.00020396603	0.9252481	0.010720012	0.058770627	0.0020211288	0.001219881	0.0018163525
i	0.0031859193	0.19722636	0.15660721	0.3470183	0.01961945	0.016174419	0.2601683
a	0.002106158	0.27014887	0.6857289	0.025165318	0.012693688	0.0006590393	0.003498151
g	0.001828502	0.036976036	0.6830649	0.11887699	0.020745317	0.010250655	0.12825759
r	0.0076772245	0.005883464	0.17387293	0.42766678	0.08466749	0.03909864	0.26113343
à	0.00448451	0.11475361	0.48258755	0.19904253	0.14103746	0.019066013	0.039028298
f	3.9015362e-05	0.005151888	0.07714334	0.4202349	0.46535683	0.016595388	0.015478636
u	0.0026074469	0.006687884	0.072462976	0.52883935	0.07353611	0.05450432	0.26136187
t	0.0178962	0.0039422843	0.1513245	0.060378343	0.6578848	0.07152891	0.037045028
t	0.005555174	0.009309485	0.05478119	0.24928959	0.11936124	0.110678144	0.45102516
e	0.003837967	0.0045105065	0.054332662	0.03723614	0.42484573	0.14633636	0.3289006
t	0.025832638	0.0024964903	0.014593201	0.0051064673	0.31259254	0.40736622	0.23201245
s	0.00044675634	0.005929167	0.0052937563	0.06362861	0.17470922	0.26766425	0.48232827
e	0.0014563021	0.0011081256	0.00508391	0.004321919	0.2052476	0.38140148	0.40138072
n	0.0059232833	0.001933767	0.008521544	0.002712795	0.040097196	0.74710906	0.1937023
ì	0.00017099168	0.003025651	0.0016050978	0.024027232	0.07985914	0.57334065	0.3179713
t	1.1938494e-05	0.00066422543	0.00025685978	0.009480458	0.18166927	0.7616981	0.04621911
t	0.00065007317	0.000438262	0.0008415781	0.00819294	0.114405625	0.5169219	0.35854962
a	0.0024144466	0.0017355846	0.0012918402	0.00082747976	0.013058127	0.7662668	0.21440566
</S>	0.006354407	0.0021220811	0.0059752055	0.0021351932	0.005897246	0.62372214	0.35379374
