 	sembra	che	il	ladro	è	entrato	da	qui	</S>
i	0.9850819	0.0036549428	0.00051816984	0.0006422386	0.0008482656	0.00012920926	0.00021599923	0.004022084	0.0048871073
f	0.993747	0.001985147	0.00053602696	5.18379e-05	3.271894e-06	7.002289e-06	8.478008e-06	3.1709787e-05	0.0036294586
è	0.036356308	0.00967991	0.102852955	0.40584326	0.026071887	0.0009919406	0.0023423713	0.040512	0.37534937
n	0.9458027	0.028467847	0.012561363	0.012106741	0.0004008091	4.5300243e-05	5.3201144e-05	9.1954375e-05	0.0004700677
e	0.81834364	0.058315348	0.009957982	0.013911608	0.005045341	0.00028393214	0.00037525606	0.0045794924	0.08918747
t	0.09750289	0.68545204	0.19030395	0.016232839	0.006114272	0.0031996586	0.0006849975	2.295241e-05	0.00048646703
e	0.03261752	0.05372463	0.18224786	0.26302505	0.029296773	0.0034042913	0.0060378425	0.00852387	0.42112222
k	0.07219464	0.30309436	0.4480712	0.09228188	0.047621936	0.01690774	0.004655441	0.00070518855	0.01446764
a	0.072240174	0.081437625	0.12128138	0.20139693	0.11406383	0.009466035	0.0028843964	0.007930279	0.3892994
o	0.03690837	0.045306366	0.5797331	0.13088124	0.14092438	0.045542426	0.011359177	0.0008865618	0.00845837
l	0.023036117	0.02557259	0.111179136	0.31600863	0.1747811	0.05248126	0.049538124	0.01069849	0.23670445
à	0.0046117445	0.00022871443	0.013581881	0.67479134	0.049029768	0.0012449708	0.016864749	0.066170245	0.1734766
d	0.0020794189	0.0004020399	0.031432383	0.43872267	0.43346626	0.020733427	0.039242607	0.02588033	0.008040852
r	0.004149283	0.006994016	0.051010847	0.22340772	0.4024316	0.032554694	0.0077881077	0.025928391	0.24573536
o	0.00057779124	0.0002559106	0.04099619	0.021682804	0.65308416	0.16763277	0.101587884	0.012313181	0.0018692946
m	0.015769085	0.010879236	0.012165038	0.0046111844	0.16551986	0.37374827	0.3579545	0.033227835	0.026125062
b	0.031507496	0.019123863	0.007577565	0.011871751	0.12145189	0.08864036	0.010870179	0.021198612	0.68775827
ì	0.06337812	0.017894803	0.054644942	0.01647957	0.5818691	0.070418686	0.122241795	0.040120378	0.032952555
k	0.062265176	0.019884355	0.12913917	0.013449424	0.16955024	0.070361555	0.45225605	0.066739425	0.016354522
e	0.09399246	0.022559136	0.01277038	0.0035078549	0.15915345	0.2729545	0.066520266	0.045534477	0.32300743
a	0.067299046	0.03823173	0.037530504	0.001454947	0.018286416	0.107833795	0.43964478	0.23813562	0.051583167
p	0.0018360574	0.002929292	0.0026698075	0.006299088	0.009207679	0.009020179	0.09133398	0.7321482	0.1445558
ò	0.021715429	0.017545417	0.0036972295	0.009587379	0.10559326	0.060770724	0.016845768	0.07938713	0.68485767
t	9.2767026e-05	7.3680974e-05	0.00024675034	0.00087008084	0.0020573346	0.0008446168	0.015788151	0.95907587	0.0209508
t	0.00722357	0.010560861	0.0019999228	0.0009426519	0.0097964825	0.026904218	0.014778106	0.48732182	0.44047236
u	0.004769762	0.0012076179	0.0070307753	0.0009325832	0.005690807	0.003887101	0.034947567	0.86330664	0.078227155
</S>	0.01111536	0.0064987605	0.010844007	0.0009552364	0.00282284	0.0026620089	0.005458021	0.6186474	0.34099638
