 	i	genitori	non	è	che	li	dimentichiamo	mai	</S>
u	0.83681643	0.11682817	0.00068273727	0.0005540957	0.00017459173	0.0002062324	0.00032256378	0.0004243856	0.043990765
g	0.059385296	0.9321991	0.0002924787	0.0001856344	0.0009788373	6.4952605e-05	8.6885075e-06	2.4337955e-05	0.006860762
e	0.089654066	0.21944478	0.3199592	0.16935074	0.0161317	0.013871016	0.06806438	0.026608702	0.076915495
n	0.0009077876	0.9918624	0.005964677	0.0005920213	0.00011446845	2.2477429e-05	3.1548716e-06	7.743679e-06	0.0005253786
i	0.0034183345	0.9774416	0.0044292556	0.0036919757	0.002120569	0.0006087915	0.00053426786	5.2311785e-05	0.0077029536
t	0.011051251	0.8648793	0.08680735	0.0117034	0.0036131698	0.00239595	0.0003395439	0.000628869	0.018581118
ò	0.00076135807	0.9464558	0.014736007	0.015912248	0.003785256	0.0011506397	0.0023364786	0.00021392327	0.01464833
r	0.0002852794	0.86947167	0.108536124	0.011804949	0.0011898528	0.0012243444	0.00062817964	0.0005512183	0.0063083894
u	0.012167785	0.25175488	0.46038237	0.15822573	0.005261965	0.015128028	0.014708243	0.0059388885	0.076432124
e	0.004562487	0.17316864	0.5346739	0.24343343	0.016525127	0.01092474	0.0030389703	0.0007173108	0.012955436
n	0.007143616	0.058234673	0.2973406	0.26625377	0.20553239	0.02724723	0.017430743	0.005190553	0.115626425
è	0.0003716303	0.02034167	0.015820194	0.52441204	0.024554025	0.014529762	0.24307433	0.01013086	0.14676555
n	0.0002391191	0.038992543	0.20949945	0.5088868	0.02120832	0.02059414	0.17020412	0.0077607366	0.022614764
u	0.0012151656	0.0054281834	0.28986198	0.47971624	0.006009941	0.011622964	0.09576271	0.017971294	0.092411526
s	0.0056347265	0.0065853293	0.036347322	0.4344809	0.18200737	0.21212715	0.10657526	0.0031820664	0.01305981
a	0.0016935089	0.011156319	0.007008811	0.42185318	0.033404272	0.026924435	0.23599555	0.010378879	0.25158507
l	0.008188454	0.014015175	0.011902791	0.1514909	0.10093486	0.20144105	0.40646076	0.033972114	0.07159387
l	3.0827316e-05	0.0012255502	0.00020264678	0.099600345	0.0094083445	0.0055199517	0.79931015	0.0072516752	0.07745056
i	4.855265e-06	3.194272e-05	0.00064638566	0.03157448	0.0013809301	0.013457125	0.87882006	0.043398436	0.0306858
m	0.015339626	0.0101798475	0.0021975692	0.020437304	0.029648604	0.08804783	0.67242956	0.11617898	0.045540642
o	0.07680507	0.0067857685	0.011534023	0.016522499	0.013220142	0.032446403	0.2709961	0.3825953	0.18909466
n	0.010225909	0.02333114	0.0074781883	0.022561058	0.0154793495	0.098689556	0.48391956	0.19027336	0.14804195
ì	0.0002596591	0.004129533	0.00055091904	0.010933449	0.0024176694	0.009400653	0.563526	0.06404678	0.34473532
s	1.7620617e-06	0.00016737879	0.00013788491	0.0014135867	9.553806e-05	0.0034871546	0.8383531	0.13446347	0.021880042
o	0.0028803118	0.00073197787	0.002155214	0.007282226	0.00050399394	0.0068639168	0.39814395	0.25554144	0.32589692
m	0.008022282	0.009964268	0.0021958004	0.0066167517	0.0022542742	0.00689525	0.04612341	0.7167055	0.20122242
e	0.12266992	0.013193315	0.017920231	0.0033788788	0.001822153	0.005710655	0.04098779	0.5200399	0.2742771
m	0.0075105163	0.018776588	0.0031313507	0.0076964954	0.0018519955	0.0034701575	0.025967054	0.7509422	0.18065374
a	0.0942631	0.0077239983	0.0101291165	0.0053406837	0.0012217575	0.0022377716	0.053753357	0.44386128	0.38146898
i	0.0026480039	0.014517331	0.002914819	0.008138019	0.0011946694	0.0022895942	0.02408143	0.74086416	0.20335194
</S>	0.0010500833	0.016085468	0.008748654	0.039637383	0.0044770124	0.0071585453	0.14842184	0.5106755	0.26374555
