 	sapeva	che	fa	freddo	e	non	aveva	di	nuotare	</S>
ì	0.6628821	0.026983388	0.0028881945	0.003091417	0.016564708	0.0008023631	0.0012932904	0.0021880115	0.020725118	0.26258138
t	0.1605903	0.04878833	0.016109573	0.02062028	0.010742419	0.008531376	0.024332363	0.028998116	0.34370807	0.3375792
s	0.5501842	0.0801212	0.0579287	0.014608439	0.0091227	0.0016031929	0.0021239202	0.0020792496	0.022170767	0.26005757
e	0.7048317	0.12832673	0.15839423	0.003338745	0.0020277856	0.0005679193	0.00013598091	0.00030965114	0.00041492924	0.0016523865
r	0.06078162	0.6618482	0.26879522	0.0028012642	0.0025727465	0.00026924984	2.968743e-05	8.63939e-05	0.0005635514	0.002252032
e	0.033043113	0.068432316	0.19422024	0.12957843	0.045145027	0.016879972	0.029509664	0.013274164	0.011292426	0.45862463
k	0.016299546	0.3820814	0.5193229	0.02233507	0.03271465	0.0030616156	0.00055055995	0.00083663524	0.0030202398	0.01977744
a	0.025539631	0.38320777	0.071667366	0.13984658	0.106673725	0.023438271	0.036425084	0.0057800785	0.02371202	0.18370955
k	0.0068962006	0.13103047	0.7737209	0.04548977	0.028371356	0.004504223	0.0005394837	0.00061091414	0.0010183578	0.0078183515
à	0.023485336	0.2221419	0.097111	0.19420227	0.14170592	0.028006481	0.053470198	0.007110557	0.040992722	0.19177362
n	0.0008480617	0.007474967	0.7647872	0.13872446	0.050478097	0.0145030925	0.0051885857	0.0022786427	0.0027372949	0.012979639
n	0.00715549	0.020884631	0.039708223	0.3175151	0.22975999	0.032109108	0.08132104	0.005240843	0.028779702	0.23752587
i	0.00080919336	0.003770666	0.27902842	0.5597699	0.096621335	0.030215543	0.018100535	0.0047451383	0.0010885606	0.0058506443
t	0.01093498	0.01960672	0.15271038	0.41838026	0.24977885	0.08085685	0.017597163	0.012176889	0.0052369377	0.032721013
s	0.008369131	0.0013951717	0.11252815	0.37496918	0.08095029	0.03732363	0.06508268	0.027044397	0.035612203	0.2567252
ì	0.0011952294	0.0010430753	0.056611683	0.5326416	0.20003352	0.056157656	0.024343703	0.012520272	0.051937096	0.063516065
c	0.00034633913	0.00024382088	0.030939857	0.33258626	0.17878503	0.20494013	0.16935785	0.040104058	0.015495362	0.027201276
h	0.018870054	0.007564672	0.025208456	0.34052357	0.24012122	0.033776198	0.20701402	0.010060756	0.007414934	0.109446146
r	0.0006503251	0.00048686756	0.023453383	0.60732466	0.17360893	0.061805397	0.119591534	0.007237449	0.0004241083	0.00541741
a	0.00066943927	0.00020539408	0.005208353	0.36902088	0.31652564	0.080519244	0.15884034	0.021708468	0.0028603615	0.044441853
c	0.010128591	0.009368622	0.009001694	0.081445344	0.40955284	0.20953222	0.13426736	0.07721885	0.005396107	0.05408831
e	0.05362436	0.02504289	0.00868178	0.08888405	0.21679999	0.087232895	0.11437027	0.017198863	0.14174373	0.24642119
e	0.010382335	0.008916885	0.009841344	0.030249162	0.4077188	0.20404062	0.16427225	0.115404174	0.006842515	0.042331897
n	0.0017617045	0.0036067078	0.0087215565	0.012800799	0.049622897	0.118484445	0.20539087	0.28611845	0.22670881	0.08678375
ì	0.0014330306	0.0002989928	0.007419905	0.052879374	0.0414438	0.08473321	0.31465712	0.10377093	0.1222307	0.27113295
c	3.6394245e-05	1.0747453e-05	0.00042201823	0.005363181	0.02911169	0.04148938	0.77393043	0.119987406	0.015723763	0.0139250355
h	0.0026085696	0.0004930395	0.0006281199	0.01943247	0.03119836	0.08479647	0.41555983	0.027790373	0.12151018	0.2959826
e	0.0006843739	0.00016051866	0.00035840832	0.018181134	0.18083906	0.10706098	0.6062237	0.06864843	0.002680646	0.015162799
n	0.0040653995	0.0048351125	0.010418893	0.033883616	0.08041876	0.026340587	0.18236963	0.46113235	0.046614062	0.14992157
a	0.0039931117	0.00088971254	0.0028497316	0.009659964	0.0028738165	0.014381325	0.1341764	0.121281296	0.32713926	0.38275537
n	0.0027553984	0.0031592005	0.012693837	0.029580865	0.053045712	0.005762389	0.08599961	0.20231758	0.392502	0.21218346
a	0.0011302977	0.0003266608	0.003677185	0.010143181	0.002244333	0.009066339	0.11741137	0.15311198	0.35420084	0.34868786
t	0.001268533	0.0015704469	0.009209454	0.029486109	0.03935617	0.0035024954	0.0750949	0.13247058	0.48719752	0.22084379
è	0.0007191306	0.00029467107	0.0027923079	0.007845013	0.0015530156	0.005362589	0.08672891	0.13579465	0.47420007	0.28470963
t	3.1127944e-05	1.4083981e-05	0.00079776696	0.013285216	0.011416837	0.0032323617	0.18657784	0.14556661	0.5112908	0.12778735
s	0.0014538618	0.00068582635	0.0005051529	0.010529502	0.002735382	0.0040364456	0.11760155	0.04184388	0.19415604	0.6264523
i	0.0028888758	0.0006489358	0.0037704178	0.02678786	0.028922047	0.0048222817	0.056648117	0.1082071	0.31908402	0.4482203
</S>	0.0014317898	0.0018791916	0.0116330385	0.049366612	0.054538276	0.0019879437	0.01980678	0.01765503	0.5091204	0.33258095
