 	se	vuoi	vivere	non	essere	grasso	bisogna	mangiare	poco	</S>
a	0.9012334	0.005528033	0.0039196857	0.00078980613	0.0003887497	0.0009659287	0.0007969038	0.0010045996	0.0005690963	0.08480388
t	0.018119603	0.17096254	0.028981121	0.006470316	0.03055322	0.0027372323	0.0020718975	0.023528589	0.11911049	0.597465
e	9.436017e-05	0.82368684	0.116626814	0.008202874	0.010886107	0.0065384232	0.003171806	0.002231505	0.0027107561	0.025850486
l	5.3631404e-05	0.9504695	0.041472707	0.0013414565	0.0034154272	8.995431e-05	2.6691156e-05	0.00023738123	0.0006173334	0.0022760006
ì	1.0330396e-05	0.8790465	0.02139753	0.0010119196	0.009190978	0.029286295	0.03204924	0.007845207	0.007194658	0.012967389
s	0.000117828036	0.7884421	0.19470495	0.01080436	0.0035812545	0.00074780075	0.00019647306	0.00029050198	0.00037340203	0.0007414232
i	0.010580007	0.6157461	0.133977	0.0074832914	0.03065125	0.050288644	0.04002346	0.010561206	0.0033178413	0.097371206
n	8.567905e-05	0.27483192	0.6305732	0.04024148	0.05122133	0.0017630343	0.00017717238	0.0008804833	5.281741e-05	0.00017285788
a	0.00010033307	0.5269051	0.23243088	0.032882	0.074338764	0.029722013	0.010279795	0.019022485	0.0031599337	0.071158685
z	0.00041285844	0.06258349	0.8006112	0.080681846	0.041003574	0.003613834	0.0006911454	0.0016938177	0.0011054415	0.0076028574
ì	0.00025955396	0.17489587	0.20140588	0.026064316	0.14863206	0.15630054	0.08518068	0.050220694	0.025866514	0.13117391
s	3.2944892e-05	0.08919612	0.53513926	0.1882971	0.05887559	0.057417754	0.022938207	0.012697223	0.013395882	0.022010012
i	0.000723594	0.058833446	0.52940863	0.028989134	0.036141783	0.18141535	0.07951637	0.009150475	0.0032048824	0.07261635
n	0.00017455647	0.0020605847	0.35360807	0.27486736	0.2969608	0.0498355	0.0071009547	0.013405566	0.00046175317	0.0015248794
a	0.00011886266	0.015245438	0.09255066	0.13119929	0.3922749	0.15366966	0.036876746	0.04927294	0.011210234	0.11758128
m	0.00025818578	0.0016583382	0.04311878	0.35875034	0.48054397	0.068599455	0.010268806	0.022048447	0.0040679364	0.0106858285
i	0.0034002415	0.013174892	0.07083026	0.06551166	0.46847233	0.099667825	0.077757634	0.047090076	0.06436517	0.08972984
n	0.00024908644	0.0015877013	0.042830154	0.34947056	0.4504293	0.100625575	0.016595108	0.022503516	0.0032707078	0.012438293
ì	3.2934044e-05	0.0025304565	0.00933681	0.06533945	0.43297967	0.28406197	0.055874873	0.058842316	0.025163028	0.06583845
s	2.080561e-06	0.00038555323	0.0025092817	0.05036719	0.14647809	0.46988437	0.22924186	0.08126341	0.011019129	0.0088490285
e	0.0015071201	0.0004607244	0.018541617	0.06781091	0.06277419	0.52886057	0.17574877	0.0115970615	0.012860353	0.1198387
l	0.00019409557	0.00056392595	0.01274942	0.07601393	0.39122146	0.2514284	0.11973657	0.13733931	0.0050048744	0.0057480084
i	1.4380894e-05	0.00081907137	0.0014640205	0.008463825	0.40675113	0.20644403	0.14544919	0.07765972	0.117616154	0.035318475
p	0.00016576145	0.0012925166	0.030101778	0.026499635	0.18649411	0.39787078	0.19690286	0.13120899	0.0106509905	0.018812545
a	0.015025076	0.0025118499	0.012091713	0.03968302	0.26292777	0.14719108	0.12557617	0.088277385	0.18127722	0.12543875
r	0.0004056761	0.0023264925	0.033250943	0.017211162	0.11737032	0.15609579	0.24671867	0.33452916	0.05517471	0.036917068
ò	3.5076722e-05	0.000757582	0.0018317312	0.0016609231	0.07916355	0.27521902	0.17999275	0.25111166	0.11043777	0.09978996
n	6.2083257e-07	6.750845e-05	0.00038687457	0.00025589435	0.0037346974	0.14149733	0.69539243	0.12780446	0.022963788	0.00789637
g	0.00025360275	8.633403e-05	0.0015636436	0.0045880484	0.016716223	0.50437987	0.3119071	0.038307153	0.026562238	0.09563577
h	0.00043839889	7.780201e-05	0.00062870904	0.0009883723	0.0032143996	0.38114938	0.56276804	0.02566594	0.008353531	0.016715325
ì	0.03724038	0.0038004932	0.007409415	0.013257336	0.009400787	0.14557731	0.6136596	0.015069766	0.04863337	0.10595158
z	8.20292e-05	7.346811e-05	0.0014255748	0.00016963243	0.0010722143	0.14078154	0.8031123	0.029323613	0.012390151	0.011569439
i	0.0026750986	0.00038072464	0.0033889636	0.020889366	0.042931337	0.31197947	0.22830893	0.058433514	0.13861828	0.19239426
n	0.000823408	0.0013264411	0.028493237	0.0021283424	0.01707805	0.022650527	0.097929396	0.14937577	0.29312545	0.38706937
a	0.0033424646	0.0027345936	0.007703444	0.0016992827	0.034817524	0.0372286	0.08924573	0.18083873	0.39827704	0.24411261
f	0.00029101004	0.0026360776	0.036897197	0.0026043903	0.013153404	0.008618788	0.0137768425	0.017590074	0.76993895	0.1344933
à	0.00075915194	0.001725272	0.0030678317	0.0006663465	0.010650732	0.027755983	0.052784592	0.10538646	0.48130062	0.31590307
