 	lo	posso	finire	di	scrivere	</S>
o	0.40007922	0.47670135	0.003962732	0.0021945164	0.0045444467	0.11251772
s	0.49270836	0.3881098	0.001463835	0.0021708317	0.0022580086	0.11328912
ò	0.002121512	0.67079973	0.035630524	0.011946506	0.01710044	0.26240125
z	0.0032445223	0.9941432	0.0016107091	0.0001920313	0.00014435247	0.0006653604
o	0.37029615	0.3717357	0.010021732	0.00084451144	0.002586821	0.24451506
s	0.008644922	0.6648373	0.2880845	0.035259005	0.0005023063	0.0026719288
p	0.007954486	0.59438163	0.11351772	0.027668852	0.011282169	0.24519517
i	0.009808581	0.49840075	0.43754843	0.005583247	0.016235482	0.03242353
c	0.014020913	0.029160015	0.87352955	0.06348318	0.0028094868	0.016996829
c	0.060696505	0.09005016	0.36859137	0.03033869	0.0659046	0.3844187
è	0.07805837	0.09851067	0.78583723	0.004363192	0.0022343055	0.030996293
t	0.10564844	0.066908985	0.7074492	0.042731896	0.0074237213	0.06983775
s	0.03912283	0.035823047	0.40110213	0.01770061	0.053714946	0.45253643
i	0.011950714	0.010926212	0.71129113	0.23308642	0.009343216	0.023402333
à	0.02835437	0.0041697565	0.103369385	0.6135213	0.090287976	0.16029719
t	9.564046e-05	0.010017473	0.011891518	0.509094	0.36307555	0.105825745
s	0.0053305924	0.006144738	0.018089658	0.14553128	0.26130182	0.5636019
e	0.0020027373	0.005366533	0.023061303	0.086377524	0.7025099	0.18068205
g	0.00983417	0.0029249592	0.014268911	0.014448651	0.7441853	0.21433794
r	0.10046282	0.018592192	0.008694104	0.06798419	0.26870888	0.53555775
à	0.00547338	0.0023862266	0.01880462	0.0038131683	0.7491566	0.22036603
t	1.6464835e-05	0.004218368	0.0054101315	0.0055947006	0.7898044	0.19495596
s	0.0073319213	0.00445686	0.0053718067	0.00288772	0.21458016	0.7653715
i	0.03681316	0.014389236	0.04572262	0.0031524997	0.5041196	0.39580292
</S>	0.0041740774	0.008727703	0.063049205	0.004823832	0.37514767	0.54407746
