 	la	casa	la	costruisce	il	mastro	</S>
o	0.82609856	0.03187936	0.00321494	0.0027786447	0.0011370316	0.0035678812	0.13132353
s	0.7489312	0.24001582	0.0026975693	9.27175e-05	4.222878e-05	5.387593e-05	0.0081665395
p	0.023643412	0.27166024	0.2796101	0.0795498	0.021613372	0.01901246	0.30491066
ì	0.25620884	0.7187586	0.015079939	0.0063931732	0.00013437298	0.0005987373	0.0028263514
t	0.05798002	0.74447024	0.12850915	0.04239309	0.0015008987	0.0006155468	0.02453107
i	0.160034	0.53275144	0.052676648	0.067705266	0.0068584247	0.006935756	0.17303842
o	0.0028167737	0.86114246	0.11319395	0.02001543	0.0019512515	4.1598898e-05	0.0008385608
f	0.004784321	0.2411557	0.6605736	0.03788003	0.009582728	0.0017395861	0.044284042
a	0.008430285	0.018697128	0.34475565	0.3319776	0.074008055	0.020302026	0.20182927
b	0.008414523	0.20032369	0.5983806	0.14947744	0.01064457	0.0034427955	0.029316265
b	0.012126294	0.064456485	0.23487625	0.17343026	0.01722209	0.05431084	0.4435777
r	0.013851869	0.058813427	0.38362432	0.45683584	0.0065070703	0.0066556153	0.073711745
i	0.15130615	0.1401013	0.15128914	0.37289652	0.026429502	0.026057323	0.13192011
k	0.010197523	0.015299532	0.16482535	0.7135836	0.06994666	0.005290544	0.020856692
è	0.01678448	0.034855053	0.17348164	0.23860027	0.026557526	0.14346571	0.3662554
i	0.00036276283	0.0019683884	0.04591662	0.7242654	0.16051874	0.032290466	0.034677487
o	0.0018425429	0.008378678	0.03425865	0.4872908	0.31845856	0.05543266	0.09433815
m	0.0015082781	0.0102157695	0.03966304	0.24568368	0.5250359	0.053568162	0.12432513
à	0.014677826	0.020864958	0.024371192	0.182628	0.12908785	0.08917503	0.5391952
s	0.00055796554	0.0014613756	0.0042732037	0.13228165	0.34618795	0.35623673	0.15900114
c	0.0036076922	0.003303187	0.0028085725	0.038894545	0.10216922	0.19693294	0.65228385
i	0.028437348	0.004725008	0.0020722307	0.16483226	0.12040035	0.48603916	0.19349359
a	0.023884602	0.015559121	0.00864901	0.04309717	0.019931264	0.72127146	0.16760735
</S>	0.0010997169	0.007303633	0.02812483	0.05299076	0.055085335	0.4544562	0.40093955
