 	la	pasta	vuole	sale	</S>
i	0.9761248	0.0007515941	0.0009835231	0.0010965393	0.021043591
p	0.9693704	0.015971977	0.0009176506	0.0011206791	0.0126192905
à	0.0014315996	0.0059118997	0.30243737	0.3474474	0.3427718
s	0.35706103	0.57490724	0.061682716	0.001796412	0.004552631
t	0.08723129	0.15785944	0.06638447	0.06335852	0.62516624
a	0.12429646	0.67759115	0.19572894	0.0014667554	0.0009167269
ì	0.019797383	0.1210061	0.776608	0.04767651	0.034911964
t	0.0019312411	0.0046522743	0.7270025	0.24427453	0.022139424
e	0.0004252871	0.008110162	0.32861587	0.4823155	0.18053314
l	0.017892169	0.010068235	0.22899081	0.62310046	0.119948335
e	0.000720355	0.00068981707	0.22093566	0.6666184	0.1110358
à	0.10495481	0.013105464	0.16311018	0.5370689	0.18176067
l	0.00012473283	0.0005512363	0.039485283	0.92685974	0.032979015
a	6.223011e-05	0.00038174845	0.0076531284	0.8892325	0.102670446
</S>	0.0016381094	0.0015982914	0.0019894263	0.31613392	0.6786403
