 	voglio	che	Maria	venga	domani	</S>
i	0.81328565	0.13885005	0.004488698	0.012088371	0.012691734	0.018595489
t	0.8894056	0.031214673	0.052856434	0.012185972	0.004688975	0.009648405
è	0.04476207	0.013341221	0.3452306	0.033297867	0.054715335	0.5086529
l	0.90288967	0.070094466	0.0044768844	0.0022483156	0.0012021089	0.019088507
o	0.3429237	0.45131704	0.029608412	0.0032008023	0.0026255888	0.17032453
i	0.0091018295	0.5825321	0.36779094	0.038577944	0.0009768712	0.001020298
M	0.015187385	0.017221374	0.49901703	0.1750411	0.048993368	0.24453971
a	0.047075246	0.025734661	0.6626885	0.18670437	0.056024913	0.021772368
r	0.049822684	0.00779732	0.79774874	0.11574008	0.0018231077	0.027067963
ì	0.016701095	0.0313942	0.66541827	0.20633616	0.06170864	0.018441666
a	0.13813472	0.017182495	0.52599174	0.24582435	0.03622707	0.03663955
n	0.008227661	0.018257957	0.52793956	0.4170857	0.023412991	0.0050761136
a	0.017144484	0.0073906337	0.040136967	0.03930322	0.08174202	0.81428266
r	0.14080152	0.12544727	0.12091836	0.49109885	0.052531555	0.06920243
t	0.013652704	0.0071853916	0.008122632	0.012681246	0.09693629	0.86142176
i	0.77934307	0.09573179	0.0068762614	0.03247399	0.010753713	0.074821174
à	0.18954755	0.28016436	0.056966767	0.21230464	0.15812299	0.10289376
v	0.00041399334	0.0006051187	0.0012202315	0.03901515	0.9057292	0.053016298
v	0.007118136	0.016782774	0.008339479	0.009997253	0.30991438	0.647848
r	0.4319156	0.13385054	0.006732819	0.0151720485	0.054851536	0.35747743
i	0.86945826	0.08482354	0.0026804258	0.002162932	0.006382451	0.034492478
</S>	0.39199284	0.098764375	0.03073841	0.021136316	0.008885217	0.44848284
