 	se	vieni	alle	sette	io	sto	cucinando	</S>
a	0.85740906	0.01785563	0.0009638421	0.002449926	0.0014002518	0.0010932257	0.026806926	0.092021085
n	0.004823479	0.008680407	0.018785747	0.02812695	0.0013265706	0.00047333137	0.08389741	0.8538861
è	0.0002790895	0.5060424	0.15158617	0.02387993	0.015117724	0.0014933741	0.019991903	0.2816094
r	0.00011131935	0.9917024	0.004922731	0.002260419	0.00038065063	3.967204e-05	0.00018090157	0.0004019247
t	0.0013072502	0.25866273	0.10576768	0.016625768	0.003917889	0.00043713718	0.110076584	0.50320494
i	9.744744e-05	0.91631275	0.07196708	0.0091979075	0.0018324854	0.000157483	0.00015103782	0.00028372635
s	0.00015655995	0.32558203	0.5531823	0.117596895	0.0023079384	0.00017910375	0.00024237613	0.00075289584
t	0.00029742037	0.10928194	0.33828762	0.056041908	0.06254136	0.004595026	0.0230258	0.40592888
e	2.4653988e-05	0.13550349	0.77357996	0.0672948	0.0078079193	0.0005590993	0.009310465	0.0059196698
s	0.0010551261	0.07569138	0.6887045	0.20071678	0.021181054	0.0022756332	0.0031081578	0.0072673247
e	0.00017628331	0.017618623	0.28421026	0.10353213	0.23196921	0.008647587	0.027859902	0.325986
t	0.0009318796	0.031424075	0.4945852	0.38517725	0.06360433	0.0062442706	0.006713761	0.01131931
t	0.0001016735	0.0052734944	0.090866275	0.075434595	0.43272644	0.010939219	0.030977212	0.35368112
à	0.00020592207	0.020201663	0.3777329	0.22499219	0.21644768	0.015470508	0.10797375	0.036975347
e	2.2334063e-05	0.0059586708	0.031837925	0.11093225	0.7356447	0.08144968	0.0132424375	0.020911926
v	0.00018368887	0.010895845	0.04593687	0.04951839	0.7642723	0.074886724	0.017333012	0.036973212
ò	0.015361461	0.01530395	0.041058857	0.018785909	0.03749781	0.02327566	0.64518523	0.20353103
s	0.00012394875	0.010444278	0.006959745	0.031329595	0.5309468	0.3267919	0.04417945	0.0492243
t	0.040094946	0.016248483	0.020785516	0.0030890552	0.07208073	0.04438097	0.4538245	0.34949577
e	0.0044673416	0.07951433	0.009517205	0.028175186	0.20509861	0.57937044	0.038848177	0.055008676
m	0.00274646	0.04801389	0.068403795	0.04825774	0.077873014	0.36962932	0.22217186	0.1629039
a	0.026012497	0.019237898	0.039763212	0.0025374552	0.017437752	0.016851325	0.6833322	0.19482769
r	0.0038473306	0.0917194	0.0700919	0.07164481	0.039612614	0.24673524	0.2606446	0.21570407
è	0.00017579086	0.0039450047	0.009286659	0.002136846	0.039750412	0.011752252	0.30030024	0.6326529
o	7.681391e-05	0.014826659	0.0028302544	0.0032717283	0.05698771	0.27666092	0.33556682	0.30977905
</S>	0.00019115368	0.045805383	0.03433326	0.01727213	0.042129017	0.061577305	0.39718056	0.40151113
