 	si	è	rotta	la	coppa	</S>
e	0.9893183	0.002689601	0.00024149755	0.00024423475	0.0024011084	0.0051051998
g	0.93327975	0.03488668	0.000483104	0.0009079684	0.002557484	0.02788506
l	0.004469883	0.0058673196	0.1155216	0.07308083	0.14974463	0.65131575
à	0.22416005	0.75133187	0.020026587	0.002626583	0.00084361143	0.0010112805
s	0.13522866	0.6945053	0.1464259	0.01648794	0.004649127	0.0027031284
t	0.051612865	0.17469601	0.13633499	0.005797633	0.058969717	0.5725888
i	0.025419846	0.16255152	0.7639173	0.0446939	0.0030788465	0.0003384484
e	0.009446662	0.00818427	0.5860548	0.35212713	0.03810085	0.006086176
c	0.0027048097	0.0023735343	0.036158066	0.682782	0.20279956	0.07318204
ò	0.0017390674	0.0012406977	0.016328499	0.06414864	0.5183335	0.3982096
p	0.0022753347	0.001046878	0.078461714	0.22635831	0.62832636	0.06353142
p	0.0010538297	0.0013156827	0.032599922	0.020728333	0.11823389	0.8260683
a	0.004674815	0.002017597	0.19720834	0.2665988	0.5162401	0.013260261
</S>	0.03136877	0.0015693959	0.009440577	0.0629364	0.81238014	0.08230481
