 	mia	figlia	vuole	andare	</S>
i	0.83781254	0.0019809	0.0053648385	0.0025638368	0.15227783
k	0.8951757	0.021074973	0.0014320576	0.0027401962	0.07957705
i	0.005528447	0.4985815	0.15034665	0.04132696	0.30421644
a	0.14118451	0.8383312	0.013084161	0.0002006125	0.0071995356
t	0.02912228	0.7713932	0.06778459	0.017703354	0.11399649
è	0.0025917706	0.21817008	0.5815063	0.012760036	0.1849718
r	0.0063900137	0.6842786	0.26909268	0.007867358	0.032371234
a	0.0018199387	0.6521853	0.25336805	0.0042182324	0.08840842
m	0.004953453	0.58714867	0.38186884	0.008918366	0.017110603
u	0.009123166	0.2963975	0.21380822	0.062153418	0.41851777
i	0.016327	0.21018945	0.6538403	0.038281865	0.08136134
t	0.003562052	0.061632056	0.410402	0.3312452	0.19315864
è	0.0015731865	0.011338454	0.41256443	0.099568464	0.47495544
l	0.00036264866	0.0066250833	0.5738163	0.29057816	0.12861782
i	0.0010590556	0.02283076	0.33501053	0.095472984	0.54562664
n	0.00981113	0.018329376	0.022718024	0.6239059	0.3252356
a	0.0022466069	0.013082759	0.042234767	0.28503397	0.6574019
p	0.003613918	0.005636358	0.00509825	0.86389023	0.121761315
à	0.013766866	0.048116796	0.015579757	0.36017528	0.56236136
i	4.1044135e-05	0.00032300083	0.010358322	0.8317834	0.15749425
</S>	0.0006852056	0.011962793	0.03017898	0.6060379	0.3511351
