 	io	al	mio	fratello	non	gli	lo	scrissi	mai	una	lettera	al	mio	fratello	</S>
e	0.9980306	0.00018964324	1.4025064e-05	2.6462254e-05	7.4218024e-06	9.19679e-06	1.63773e-05	9.692968e-05	1.0468934e-05	2.231829e-05	3.0269677e-05	4.1803974e-06	5.3984827e-06	7.936167e-05	0.0014573166
v	0.902307	0.023870377	0.009780868	0.00060155656	0.0001836685	0.011625412	0.0005647669	0.0005764274	0.00015587505	0.0010508455	0.0006959058	0.00036883418	0.00019107593	0.00018540071	0.04784197
ò	0.009768485	0.004667642	0.07937637	0.46420327	0.15839516	0.08681275	0.03707237	0.0055290298	0.018758824	0.009277024	0.004511221	0.017099777	0.03209362	0.0059241676	0.06651031
s	0.52698445	0.22263983	0.1168888	0.111688934	0.00669874	0.010547631	0.00048673153	0.0008269623	0.0006366121	0.0006449228	0.00027320825	5.532702e-05	5.1963325e-05	0.00029651073	0.0012794198
t	0.10246279	0.17546462	0.30252233	0.018109772	0.021639302	0.056895897	0.015979974	0.014487935	0.002442752	0.010835807	0.001681207	0.010087761	0.006118356	0.0021497058	0.25912187
o	0.10221343	0.21103379	0.2369126	0.398877	0.02628618	0.017697949	0.00026663012	0.0016958625	0.0015067053	0.0014072206	0.00019708506	0.0002673089	0.0006070236	0.00011327221	0.00091799727
d	0.0028019154	0.09926973	0.51268446	0.3219443	0.015335395	0.032957837	0.008160064	0.00094856485	0.0015649791	0.0015033544	0.0003547739	0.00063842646	0.00032257123	0.00012425701	0.0013894073
e	0.0033949432	0.04743311	0.5654444	0.12318652	0.0492444	0.071366444	0.016888136	0.0060446137	0.007523719	0.014471884	0.0018568226	0.021335315	0.017007498	0.001110781	0.05369135
r	0.008319389	0.011915374	0.29652947	0.5931464	0.03719759	0.035198834	0.007363797	0.0019744195	0.0031468722	0.001886802	0.0005156946	0.00043028806	0.00026053627	0.00017739416	0.0019372079
f	0.014480203	0.0032957322	0.22880659	0.30530375	0.04344324	0.0492483	0.009667628	0.06397971	0.005941473	0.024411947	0.005170092	0.0018651313	0.0030655817	0.007388566	0.23393205
ò	0.00961285	0.0018062871	0.16558564	0.54369587	0.15287653	0.05975612	0.005612409	0.018928995	0.009876474	0.010658939	0.0019356321	0.0030896168	0.006316592	0.0010305624	0.009217447
m	0.0016525201	0.0009048554	0.07013345	0.49052292	0.26096907	0.026347917	0.0036814222	0.043992314	0.024718506	0.009863287	0.0047546644	0.0011918581	0.0028364363	0.034173533	0.024257218
u	0.0068544503	0.0208794	0.19025029	0.24650644	0.14311327	0.03433454	0.012429207	0.023764612	0.051455125	0.033363596	0.0075948075	0.0051468248	0.021737743	0.024884777	0.17768489
e	0.0011605548	0.0026201913	0.03394203	0.40270656	0.18500364	0.23377854	0.061608694	0.020083208	0.04505653	0.005754104	0.0030453799	0.0009889739	0.0012609159	0.00047852076	0.0025122168
n	0.0007600559	0.0022790208	0.015279254	0.061760362	0.23906782	0.19238158	0.087444454	0.12146645	0.079192325	0.05401583	0.031518456	0.028510133	0.02889601	0.011485037	0.045943175
t	0.00256862	0.00023649124	0.0048464523	0.041657586	0.087249994	0.04904979	0.03328827	0.50819314	0.008465721	0.02196527	0.0049322746	0.0015647889	0.0048019956	0.02347039	0.20770921
u	0.0014784107	0.0001503692	0.004046893	0.03472781	0.27656153	0.15440273	0.03916444	0.35291454	0.0578326	0.036243614	0.0064894636	0.005624505	0.0105105555	0.002857227	0.016995229
t	0.0009937017	0.0017364034	0.0071786563	0.011116336	0.109482735	0.1001221	0.13862014	0.22775479	0.28755608	0.052700344	0.010703315	0.022740683	0.0139721865	0.0050891405	0.01023338
ò	0.0015191825	0.00017949713	0.0026189908	0.010996256	0.04274735	0.024101323	0.03138711	0.6613024	0.008710227	0.023806658	0.0055804914	0.0018697672	0.0056715994	0.020084454	0.15942472
g	0.00064526434	5.2854302e-05	0.00047388123	0.006351669	0.17025828	0.0089571355	0.010759731	0.59026426	0.14086547	0.017168391	0.0059791678	0.0015756817	0.0038806726	0.02715806	0.015609474
