 	qui	dentro	vuole	un	tappeto	</S>
e	0.6963492	0.25999594	0.008528919	0.007814911	0.0017254468	0.02558555
t	0.9963253	0.0031394088	6.0788432e-05	3.432245e-05	1.2307357e-05	0.00042779345
t	0.2005471	0.035783995	0.17583364	0.027876299	0.036283422	0.5236755
ù	0.8123106	0.18661043	0.0006177299	3.9461633e-05	1.9387128e-06	0.00041975916
m	0.21026327	0.771727	0.011377672	0.002383823	0.00016324813	0.0040850197
è	0.4177182	0.38760084	0.09137907	0.0017869291	0.0009039727	0.10061092
s	0.019924067	0.79237974	0.1698097	0.01332509	0.00020093266	0.004360487
a	0.020748781	0.60025257	0.28025714	0.009223519	0.0016342234	0.087883815
t	0.020964483	0.037084814	0.83314484	0.1028183	0.00089942483	0.0050881202
è	0.02248097	0.005138261	0.64369303	0.06760996	0.017251287	0.24382648
l	0.0030854398	0.010073848	0.83411103	0.11771185	0.016385863	0.018631872
i	0.0028662796	0.022889413	0.6296919	0.08200767	0.03277857	0.22976623
è	0.015746817	0.0038055112	0.59349483	0.35621646	0.021022264	0.0097141415
n	0.0005271365	0.0033669318	0.13647483	0.6740838	0.13673937	0.048807938
a	0.0005953055	0.002819249	0.027738748	0.15676586	0.46009088	0.35198998
t	0.034817692	0.0024599736	0.021738885	0.035713974	0.6611563	0.24411322
a	0.0052257963	0.0012973447	0.016329968	0.23223048	0.35533231	0.38958406
p	0.06753123	0.0069391252	0.04243997	0.06928377	0.569303	0.24450298
p	0.013532247	0.008728156	0.019896219	0.09995421	0.1103807	0.74750847
è	0.3118278	0.03906673	0.08194483	0.11725838	0.16738138	0.2825209
t	0.39435688	0.025490176	0.051747955	0.11631138	0.18892924	0.22316442
o	0.2085014	0.16928023	0.08243744	0.072077736	0.04229089	0.4254122
</S>	0.14331234	0.019021729	0.06491923	0.021724926	0.29173246	0.45928928
