 	io	nella	mia	vita	ho	sempre	lavorato	</S>
e	0.99729496	0.00010710703	4.000185e-06	4.613382e-05	1.1833296e-05	2.0725938e-05	9.427532e-05	0.0024208257
v	0.9422014	0.0052423202	0.0042037303	0.0001693018	0.00013516117	0.00016034002	0.0002996026	0.047588214
ò	0.01527543	0.009993739	0.10825711	0.2380933	0.29189056	0.037357002	0.046892878	0.25224
s	0.18427378	0.7733433	0.014010036	0.02665343	0.0009704996	0.00012254127	0.00013362682	0.0004927499
t	0.12628682	0.10494851	0.2047525	0.032815434	0.0051267734	0.0009839115	0.004289192	0.52079684
i	0.026881224	0.88985795	0.049323823	0.02823982	0.005266188	0.0001439382	4.44047e-05	0.00024273212
z	0.0033204393	0.67879224	0.26627702	0.031828977	0.01611306	0.0012666399	0.0003103734	0.0020913514
o	0.008432265	0.066887505	0.6769238	0.12952453	0.012831541	0.0015366258	0.004113699	0.09975004
ì	0.0111996345	0.37645394	0.3521783	0.12226172	0.113383815	0.009774725	0.002196185	0.012551702
m	0.007839469	0.010437312	0.0669508	0.65187645	0.18552096	0.014155188	0.03502841	0.028191425
m	0.0008999968	0.048859045	0.3069482	0.43448657	0.07977332	0.002523793	0.007569685	0.118939355
u	0.0009927109	0.01491282	0.04097068	0.6049435	0.32585025	0.005838327	0.0017461709	0.0047455756
ì	0.004927926	0.02371187	0.03645387	0.03345479	0.60412544	0.26889896	0.00814087	0.020286229
m	0.0007036463	0.0061128167	0.009165317	0.15103295	0.49530515	0.14031282	0.114949465	0.08241779
e	0.002272177	0.022824833	0.08671674	0.18114217	0.31503934	0.016183363	0.05922819	0.31659314
p	0.0038606664	0.022004995	0.010366885	0.0033469135	0.11784325	0.757351	0.05987154	0.02535476
à	0.007031716	0.03220108	0.10819695	0.035612736	0.34126318	0.043276448	0.04702047	0.3853974
n	0.0015250662	0.006642945	0.0018021347	0.0045711626	0.039748542	0.55914515	0.28638637	0.100178674
t	0.003276349	0.017759524	0.012116304	0.007458362	0.17088462	0.10580073	0.13382886	0.5488752
a	0.005714005	0.0041717133	0.0009863123	0.0034630892	0.059617776	0.5917527	0.2110584	0.12323602
p	0.002499545	0.010074915	0.005792228	0.0010979412	0.007440369	0.419064	0.3926146	0.16141649
o	0.0070808046	0.057196636	0.10413446	0.009521778	0.085252	0.089661196	0.09968452	0.5474686
l	0.005331437	0.019766344	0.0068725985	0.001306673	0.0063680974	0.28758177	0.5173353	0.15543787
e	0.003913013	0.00023916265	0.0028490073	0.0029008328	0.0030475534	0.1152287	0.46763188	0.40418983
m	0.0047370754	0.0073423297	0.002539751	0.0006475873	0.0023686967	0.10318035	0.693949	0.18523519
i	0.004908904	0.023633067	0.036083616	0.0053009517	0.010532071	0.049090233	0.27928966	0.5911615
m	0.0019112254	0.0075085987	0.003578623	0.0007837529	0.0019134795	0.020742625	0.8044377	0.15912396
m	0.004567532	0.031340126	0.045931846	0.00406416	0.008378518	0.037819274	0.32100338	0.54689515
è	0.0010177069	0.0021359972	0.0005160046	0.0005248113	0.00079475495	0.00961999	0.8436054	0.1417853
n	0.025463805	0.011064291	0.0018933084	0.003195365	0.0016687207	0.015982632	0.78434753	0.15638435
a	0.018695317	0.081490226	0.04452301	0.0035215276	0.022784326	0.041624468	0.19605675	0.5913043
</S>	0.0028065536	0.0136720715	0.008903691	0.0017554458	0.0041240724	0.011775995	0.6277501	0.32921204
