 	l	ho	sentito	che	veniva	</S>
o	0.90113044	0.0872209	0.000115837815	2.8708233e-05	0.00064919266	0.010854987
n	0.9408409	0.053060126	0.0001056352	0.00020601852	6.995166e-06	0.0057803933
ì	0.03611906	0.4994288	0.069993354	0.07128602	0.07340936	0.24976346
k	0.069100685	0.9275041	0.001040278	0.00036742227	0.0013730793	0.0006143107
u	0.866272	0.107184164	0.0033517412	0.0019508199	0.0019493303	0.01929199
s	0.07601279	0.30846196	0.2616452	0.27914315	0.03921297	0.03552394
a	0.056740504	0.23889053	0.1414775	0.19278169	0.019903151	0.3502066
k	0.22626375	0.020213649	0.054142527	0.15652755	0.35751215	0.1853403
a	0.12309812	0.015467825	0.010209442	0.119758114	0.17889333	0.5525732
è	0.2856028	0.005743591	0.013583462	0.030986566	0.48650974	0.17757386
r	6.172519e-05	0.0030713412	0.00058481493	0.016793352	0.9538166	0.025672212
k	0.0013659226	0.00126579	0.0016321985	0.00458102	0.9388553	0.052299757
a	0.004269719	0.0010507826	0.002716482	0.0034565025	0.9736984	0.014808161
t	0.46847185	0.0016201243	0.0018439409	0.0019234499	0.22422749	0.3019131
o	0.07330425	0.009881164	0.003112462	0.009341577	0.6355493	0.26881123
</S>	0.23294193	0.0008379469	0.0007194644	0.00067438185	0.0658572	0.6989691
