 	Marika	è	che	si	sposa	domani	</S>
M	0.9100525	0.02332105	0.000111809684	0.00015718448	0.0030512677	0.023672808	0.039633382
a	0.9837668	0.016114498	4.177202e-05	7.02568e-06	3.6196395e-06	4.0245654e-05	2.6019634e-05
r	0.78468144	0.2107121	0.0010298872	0.00023530396	2.4213896e-05	8.2948056e-05	0.0032340277
ì	0.99674463	0.002934918	0.00017319625	4.4310236e-05	7.969018e-06	2.8510649e-05	6.6463894e-05
k	0.7365081	0.2629323	0.00016534365	0.00012988507	4.184427e-05	6.713576e-05	0.00015543074
a	0.32148573	0.308181	0.03304881	0.23010534	0.007271195	0.006629047	0.09327887
è	0.10714911	0.62216294	0.19766031	0.053344917	0.018068163	0.00053306343	0.0010814943
n	0.15741448	0.5440312	0.07508783	0.039197057	0.0488576	0.046044447	0.089367405
a	0.004191215	0.11917314	0.104587205	0.184542	0.010864945	0.10145223	0.47518924
r	0.044054016	0.040067554	0.31449857	0.38034382	0.20605353	0.006365595	0.008616886
m	0.0043428084	0.012690208	0.03122059	0.088303834	0.00444988	0.051518448	0.80747426
a	0.0043344595	0.08426624	0.09924681	0.600293	0.0071307933	0.0053215045	0.19940728
s	0.0108534675	0.013099835	0.13939591	0.5395421	0.2653747	0.010200197	0.02153383
t	0.0020871563	0.005416367	0.0069923215	0.06060333	0.018166043	0.16633454	0.74040025
ì	0.006514794	0.016894352	0.04100818	0.51012415	0.08201952	0.053492807	0.28994626
à	0.0025149267	0.0033456506	0.001494656	0.049105268	0.15318477	0.7239267	0.06642802
v	0.000794644	0.0042514745	0.0005468628	0.019988451	0.038626056	0.81448954	0.121302985
v	0.00026564387	0.00095132005	0.0014714422	0.015119329	0.009844341	0.24190095	0.730447
r	0.0035099897	0.02321078	0.007736362	0.08516157	0.050346103	0.068477295	0.7615579
i	0.01123415	0.021551793	0.037050236	0.28200305	0.07264552	0.14307255	0.43244278
</S>	0.0060971845	0.014501604	0.0071288343	0.0456196	0.017818134	0.007808197	0.9010265
