 	lo	sentii	ee	che	arrivava	</S>
t	0.9393691	0.022349915	0.00043628237	0.0001599419	0.012976168	0.024708638
o	0.94051325	0.032346368	0.00289707	0.00095484	0.0004944219	0.022794144
n	0.792764	0.16447452	0.007025298	0.0047100848	0.0010720267	0.029953973
ì	0.031993587	0.7838173	0.051311042	0.0045884196	0.0056580263	0.12263157
k	0.02213708	0.96792233	0.006810102	0.00043773872	0.0007782793	0.0019143982
u	0.8981361	0.008016352	0.015986	0.0007624482	0.0022601907	0.074838884
s	0.0137656	0.15401594	0.7201572	0.10930122	0.0009715226	0.001788455
a	0.032581702	0.166413	0.42824012	0.030429147	0.013536996	0.3287991
e	0.040859904	0.01334106	0.74795544	0.16975717	0.0103482185	0.017738182
e	0.029482516	0.012251692	0.21454847	0.6560841	0.016592568	0.0710407
k	0.018229589	0.013798446	0.089082204	0.71033096	0.03870922	0.12984954
a	0.037513662	0.00674849	0.049332976	0.05353354	0.032735787	0.82013553
è	0.057328116	0.003781607	0.482753	0.26650175	0.1112431	0.0783924
s	0.0005039413	0.0196178	0.09796523	0.44973287	0.23794283	0.19423735
t	0.013470218	0.0025583452	0.028493261	0.09514099	0.11168912	0.7486481
a	0.028569296	0.0011590467	0.0764479	0.062357295	0.5945736	0.23689286
z	0.09300867	0.0016752706	0.027695758	0.02027446	0.56544167	0.2919042
z	0.029007528	0.006223282	0.004390677	0.018201385	0.10568965	0.83648753
e	0.36701423	0.02266304	0.0864818	0.011297785	0.3761865	0.13635659
</S>	0.07613843	0.002185243	0.025318831	0.0057898676	0.6693527	0.22121495
