 	forse	non	li	ha	a	casa	</S>
f	0.9984756	6.1388055e-05	8.285783e-06	1.556497e-05	2.174179e-05	0.0002449411	0.0011723605
ò	0.97432095	0.0010190901	0.001094911	0.003976315	0.0008814566	0.00047383728	0.018233445
r	0.98780185	0.011101956	0.00030395694	0.00011028346	4.8169077e-05	0.00021231151	0.00042141383
s	0.44652173	0.060860816	0.05890566	0.17955431	0.017316053	0.012032826	0.22480859
i	0.95625234	0.02392209	0.0044160546	0.013131653	0.0019443049	0.00015382323	0.00017971706
e	0.3577138	0.4767085	0.08625152	0.04807015	0.014173988	0.0035232217	0.013558808
t	0.17112423	0.13822424	0.22781122	0.082667366	0.032623786	0.018914757	0.32863444
u	0.118882544	0.0029115393	0.028150782	0.37263846	0.041181773	0.0444665	0.39176843
s	0.13381183	0.07424435	0.49449795	0.21056733	0.03831012	0.009531547	0.03903682
è	0.08430508	0.0031736384	0.023928583	0.28891045	0.04218729	0.036958676	0.52053624
c	0.07536288	0.021419028	0.22575296	0.46483245	0.1447834	0.048275936	0.019573387
h	0.0065258644	0.07890692	0.13175978	0.57193685	0.042885404	0.030008843	0.13797632
i	0.0029125083	0.0032685823	0.048358534	0.77559566	0.16645427	0.003163128	0.00024731684
è	0.00932451	0.0017964474	0.11090328	0.28021735	0.5509127	0.027038207	0.019807607
s	0.0014721454	0.0020459932	0.020756332	0.19195582	0.47654048	0.273921	0.033308156
s	0.0020228883	0.007449768	0.049285933	0.32307482	0.14461482	0.1598269	0.3137249
u	0.0046546953	0.0005048486	0.018806482	0.37911528	0.3269438	0.24486552	0.025109373
</S>	0.014403044	0.0012203583	0.011212385	0.029021347	0.14244838	0.6923276	0.10936687
