 	il	ladro	è	entrato	da	qui	</S>
o	0.76265687	0.23231399	0.0012210192	4.2385138e-05	0.00020386449	0.001603124	0.0019587872
l	0.49814692	0.49396378	0.00032308392	0.00012508502	9.588187e-05	9.2104114e-05	0.0072530285
à	0.004512753	0.57608294	0.061354153	0.0038244305	0.027580002	0.14372766	0.18291812
d	0.046510454	0.9319804	0.020715695	0.00035486516	0.00022952953	6.265098e-05	0.00014645002
r	0.68668073	0.15208301	0.09336199	0.003683766	0.0007232228	0.0062948135	0.057172313
o	0.17619531	0.059926067	0.6848316	0.06360903	0.01464085	0.0006028101	0.00019427824
i	0.024586977	0.016825175	0.5015538	0.34604663	0.10419197	0.002938388	0.0038571209
m	0.018741494	0.010786173	0.067156084	0.23190908	0.30041915	0.037737884	0.3332501
b	0.022187889	0.0033661933	0.04668572	0.09784781	0.039301734	0.05706302	0.73354757
ì	0.04261899	0.004600424	0.79487216	0.09545504	0.041546665	0.011427349	0.009479281
k	0.03835914	0.0078775985	0.2673861	0.2505026	0.377362	0.0530218	0.0054908306
e	0.07859598	0.0031669287	0.20381716	0.26027352	0.0747248	0.015279379	0.36414227
a	0.18340307	0.0028288262	0.020852033	0.11621467	0.445405	0.1995231	0.03177317
p	0.0074262824	0.0026856356	0.006430351	0.0074417163	0.0676133	0.6646607	0.24374203
ò	0.024738636	0.001397635	0.01312151	0.04028972	0.03071875	0.19903462	0.69069916
t	0.0009755228	0.00028818517	0.001708079	0.0005495245	0.009008901	0.933529	0.053940758
t	0.011754538	0.0005619624	0.012929277	0.023763033	0.009860476	0.49926305	0.44186762
u	0.12524474	0.0015891247	0.015670102	0.0051804087	0.0160712	0.75182825	0.08441621
</S>	0.1183159	0.0007919791	0.004900434	0.0025031236	0.0037848775	0.30741343	0.56229025
