 	voglio	che	Maria	che	venga	domani	</S>
i	0.8272973	0.12415709	0.008377771	0.0009783427	0.010489626	0.012234317	0.016465671
t	0.86051685	0.02904833	0.08720356	0.0026909877	0.0065534096	0.0035777926	0.010408947
è	0.035797358	0.012370014	0.23708053	0.03415397	0.03537899	0.05009261	0.5951265
l	0.9086289	0.07110841	0.0054705297	0.00034064028	0.0010864601	0.00070204085	0.012663161
o	0.35456562	0.3921036	0.02768866	0.0044680964	0.003207583	0.0037217666	0.2142447
k	0.01007716	0.52048916	0.40436912	0.051025823	0.012881957	0.0004677086	0.0006890519
a	0.0062642274	0.023399416	0.8268627	0.037498545	0.050260086	0.008258838	0.047456108
i	0.07845711	0.11796109	0.6919821	0.06824492	0.02853824	0.00046259278	0.014353921
M	0.009435557	0.015157333	0.70346975	0.06821585	0.088003375	0.01524004	0.10047806
a	0.018639866	0.013871405	0.6159977	0.07498442	0.17854372	0.061962664	0.036000207
r	0.03149221	0.0022041285	0.85301507	0.05224584	0.04811225	0.0011161993	0.011814377
ì	0.0072974307	0.016438346	0.5901209	0.1650913	0.15377478	0.045128565	0.022148624
a	0.081407234	0.012048346	0.45074612	0.16229144	0.19221996	0.05710425	0.044182707
n	0.009760365	0.018781973	0.43583065	0.11693783	0.3847456	0.028199628	0.0057439166
a	0.0130483555	0.0049276412	0.012161256	0.019364413	0.04864405	0.076958105	0.8248962
r	0.15353584	0.089170896	0.052060414	0.03962909	0.51423556	0.070014805	0.08135344
t	0.010291017	0.004302319	0.0029073437	0.0061414787	0.021629326	0.10014776	0.8545807
i	0.74077666	0.07261173	0.003329028	0.01265518	0.03701941	0.0165771	0.11703107
à	0.17150845	0.21268159	0.040097937	0.015265817	0.24543834	0.19967835	0.11532956
v	0.0002912727	0.00035644922	0.0011908289	0.002869335	0.08464055	0.86737406	0.043277416
v	0.0049987347	0.011755125	0.004816694	0.002935182	0.011679697	0.31304863	0.6507659
r	0.3895942	0.084702626	0.0015269521	0.0050194287	0.024682002	0.09326268	0.40121213
i	0.8704532	0.06685823	0.001096354	0.0026116557	0.0035503986	0.010801696	0.044628337
</S>	0.36707866	0.07211276	0.024909649	0.0080095725	0.022922887	0.013947125	0.49101934
