 	stava	ancora	cucinando	</S>
ì	0.9914227	0.0020793222	0.0014236826	0.0050742324
s	0.7443874	0.010778376	0.027294986	0.21753928
t	0.37120748	0.010168962	0.21845396	0.4001696
i	0.99637777	0.003192067	0.00019010426	0.00023999777
g	0.2654006	0.7273556	0.0028955517	0.0043482757
g	0.0041931085	0.07716232	0.7011154	0.21752909
h	0.9034053	0.014520146	0.009729129	0.072345436
e	0.8954809	0.09562733	0.0040906947	0.0048012156
a	0.0023263493	0.99473923	0.0016316038	0.0013028791
n	0.020321408	0.046815857	0.40877753	0.52408516
k	0.015590127	0.0003165981	0.0332847	0.9508085
ò	0.9913272	0.001403817	0.00086403225	0.006404947
r	0.92355525	0.045329086	0.008470082	0.02264566
a	0.18072249	0.33599812	0.3504316	0.13284783
m	0.5446147	0.15672252	0.15533638	0.14332643
a	0.008808322	0.007136701	0.8317424	0.15231258
r	0.61476755	0.039684787	0.13208245	0.21346524
è	0.01713279	0.0012832202	0.108496755	0.8730872
o	0.021846702	0.00096855854	0.43207556	0.5451092
n	0.017989079	0.019444693	0.5766877	0.38587853
t	0.008000636	0.00069910503	0.029244294	0.96205604
a	0.04653699	0.009695373	0.37442857	0.56933904
</S>	0.03983806	0.05486674	0.39238557	0.5129096
