 	guardando	le	nuvole	sapevi	che	sta	per	piovere	</S>
k	0.95686746	0.002453452	0.0009851143	0.004944128	0.00013680347	0.00030095686	0.0008812537	0.0050233873	0.028407453
a	0.91791755	0.01347101	0.0069442214	0.007542929	0.0009565759	0.00532774	0.0044735833	0.008425867	0.034940448
n	0.061461475	0.274915	0.29373163	0.063174166	0.009663529	0.005947223	0.010645743	0.011497283	0.26896396
o	0.11130373	0.1475177	0.17687847	0.2816007	0.03323741	0.008243738	0.038191598	0.07470516	0.12832147
n	0.006348568	0.5450252	0.24064136	0.09362978	0.008103368	0.0027911104	0.025506333	0.02272374	0.055230483
ì	0.028218642	0.2628459	0.21090402	0.085357174	0.017122826	0.0109783895	0.008307195	0.050458614	0.32580727
s	0.006348607	0.6340218	0.23440725	0.03970092	0.0076772524	0.004431634	0.0050043548	0.024895063	0.043513082
o	0.17703652	0.09583487	0.13995762	0.11990429	0.0069153043	0.037445083	0.028098883	0.03823699	0.35657045
n	0.0006178347	0.6695736	0.2989908	0.016760863	0.0041236025	0.0009433467	0.004404453	0.0014796074	0.0031058844
t	0.004526929	0.22914602	0.38993785	0.10078174	0.024608191	0.014813319	0.007617455	0.020001015	0.20856754
a	0.00501841	0.39504468	0.38064706	0.1370774	0.015796725	0.005817764	0.0277789	0.021793814	0.011025219
t	0.0023921782	0.3325364	0.48850724	0.10080102	0.01339576	0.0043937066	0.022347473	0.015105664	0.020520536
e	0.006235455	0.096917495	0.50914466	0.111186944	0.030562708	0.025022574	0.00952654	0.039443113	0.17196058
s	0.0022333371	0.12613098	0.6478363	0.14624429	0.018599628	0.008193695	0.016167397	0.013968078	0.020626202
m	0.00687885	0.042189494	0.45931965	0.12533745	0.038486943	0.037960604	0.0127947265	0.058928218	0.218104
à	0.21849665	0.08214209	0.1702178	0.03283486	0.016307209	0.32081786	0.0039887987	0.012125773	0.14306898
n	0.01320496	0.052793752	0.46467477	0.13390338	0.02602199	0.15842174	0.012297031	0.020492548	0.11818988
t	0.040643454	0.011398906	0.083281934	0.116869375	0.017591005	0.36897448	0.018380724	0.01961715	0.32324293
e	0.0033390801	0.008984488	0.2493164	0.3032751	0.039071903	0.23142098	0.050034862	0.021441594	0.09311552
ì	0.004332064	0.0075364355	0.057884626	0.64477956	0.0735503	0.07685676	0.0785633	0.021554682	0.03494227
t	0.004178684	0.0014294166	0.01604936	0.17056593	0.06915979	0.28611666	0.2279416	0.181948	0.042610586
s	0.07739409	0.0023200086	0.024403766	0.0888764	0.017541839	0.12788294	0.04605828	0.15593742	0.45958525
e	0.0015461603	0.0006520609	0.031711977	0.27778992	0.021498239	0.52803844	0.06804452	0.020801287	0.04991735
r	0.0027874478	0.0044280565	0.020771755	0.4834665	0.028072009	0.113533616	0.2530356	0.05787316	0.036031943
e	0.04139639	0.0036827542	0.016063027	0.07299532	0.02161896	0.09870192	0.039066397	0.26647207	0.4400032
k	0.007672812	0.0084045585	0.029851954	0.35699487	0.01712889	0.16628368	0.18137398	0.12227383	0.11001539
a	0.43986705	0.0021709702	0.0042398246	0.056460846	0.008754369	0.039293297	0.057448838	0.2174918	0.17427294
n	0.0086886315	0.010762251	0.03295627	0.2812936	0.012250527	0.12239439	0.21397005	0.17731696	0.14036734
a	0.0062227356	0.002424175	0.012587787	0.03143232	0.006232167	0.058466256	0.0898473	0.51852673	0.2742605
v	0.019646568	0.004682102	0.02666783	0.09948438	0.0029662587	0.06952975	0.14759059	0.4157269	0.2137056
r	0.44377097	0.001325197	0.0040925825	0.048420496	0.005492831	0.055113517	0.038400542	0.16869497	0.2346889
è	0.03608232	0.010068522	0.031936146	0.053221248	0.0036021413	0.064096816	0.03590116	0.2783267	0.48676494
t	0.0014769887	0.00017796042	0.0030445207	0.004590842	0.00013957647	0.12879947	0.021472124	0.42747748	0.41282108
s	0.09987316	0.00043247163	0.00058440235	0.00101094	0.00013592628	0.00642816	0.0031239323	0.15565185	0.7327592
i	0.055510636	0.0155994715	0.039109502	0.008059795	0.0020900103	0.048652325	0.011358937	0.19789144	0.62172794
</S>	0.029129023	0.0021252136	0.01638781	0.032948475	0.00079028646	0.046420287	0.008375385	0.3155833	0.5482402
