 	possono	essere	ancora	svegli	</S>
i	0.990092	0.0020094882	0.00026703355	0.00054475525	0.007086825
s	0.99227774	0.0035022954	0.00011590683	5.4890937e-05	0.0040491796
ò	0.1284045	0.2589271	0.0014968454	0.0022076692	0.6089638
z	0.9524113	0.04728721	8.525756e-05	6.175286e-05	0.0001545677
o	0.5487185	0.05811122	0.019861227	0.0057727573	0.3675363
n	0.28258815	0.6098756	0.10474945	0.001639672	0.0011470966
e	0.03433262	0.6522238	0.003016193	0.00067547726	0.30975178
ì	0.13028942	0.7426385	0.11861264	0.0032401606	0.0052192523
n	0.14693739	0.43344238	0.15041323	0.18781233	0.08139463
e	0.014473192	0.4974572	0.04880421	0.025276925	0.41398844
a	0.044258773	0.04600964	0.8834782	0.021801412	0.0044519543
n	0.017980468	0.043006353	0.2584414	0.21721633	0.46335548
k	0.003990585	0.0047290316	0.0010745696	0.001972559	0.98823327
ò	0.56340134	0.32899725	0.03176214	0.008494775	0.06734442
r	0.5400717	0.39028952	0.017544387	0.006330266	0.04576417
a	0.060650054	0.16864067	0.71124464	0.021347506	0.0381171
a	0.10032076	0.10679242	0.69027376	0.06255627	0.04005678
t	0.012968087	0.033024028	0.06837728	0.7142335	0.17139708
s	0.002456477	0.002205063	0.00030395656	0.0050515328	0.98998296
ù	0.0712699	0.07000375	0.05186578	0.6650143	0.14184624
n	0.0046568834	0.0023956725	0.0027236743	0.927785	0.06243874
n	0.011827453	0.017978216	0.010169052	0.1293506	0.83067465
i	0.22027728	0.1609471	0.013340623	0.16915245	0.43628255
t	0.012420184	0.02507059	0.0323498	0.8103702	0.11978922
i	0.004252222	0.0031891407	0.00077435316	0.19925033	0.79253393
</S>	0.06974926	0.0906221	0.017225634	0.10560286	0.71680015
